date,temperature,humidity,rainfall,wind_speed,pressure,city
1981-01-12,21.03,68.71,0.02,2.31,920.9,Bangalore
1981-01-12,23.78,80.16,1.65,2.26,1009.8,Chennai
1981-01-12,11.48,52.68,0.35,1.51,997.8,Delhi
1981-01-12,17.14,74.31,0.74,2.46,961.1,Hyderabad
1981-01-12,22.37,58.43,0.0,2.38,1004.5,Mumbai
1981-01-13,20.5,70.98,0.13,2.88,920.8,Bangalore
1981-01-13,23.58,81.66,2.17,3.55,1009.7,Chennai
1981-01-13,10.66,41.45,0.0,1.89,997.7,Delhi
1981-01-13,19.01,52.97,0.0,3.07,960.8,Hyderabad
1981-01-13,22.52,57.12,0.0,2.66,1004.3,Mumbai
1981-01-14,20.77,70.28,0.16,3.29,920.4,Bangalore
1981-01-14,23.92,83.34,5.97,4.13,1009.2,Chennai
1981-01-14,11.08,38.99,0.0,2.23,995.8,Delhi
1981-01-14,18.49,44.85,0.0,2.25,960.0,Hyderabad
1981-01-14,22.13,49.41,0.0,2.65,1003.5,Mumbai
1981-01-15,20.87,76.21,3.17,3.5,920.8,Bangalore
1981-01-15,23.99,85.19,40.19,4.34,1009.7,Chennai
1981-01-15,12.92,38.53,0.0,1.52,996.1,Delhi
1981-01-15,19.53,39.1,0.0,1.54,960.4,Hyderabad
1981-01-15,22.74,47.69,0.0,2.49,1003.5,Mumbai
1981-01-16,20.24,77.04,1.12,3.51,921.7,Bangalore
1981-01-16,23.96,82.31,15.02,4.06,1010.6,Chennai
1981-01-16,15.13,30.52,0.0,1.16,995.8,Delhi
1981-01-16,20.13,41.5,0.05,1.72,960.8,Hyderabad
1981-01-16,23.91,48.33,0.02,1.91,1003.7,Mumbai
1981-01-17,20.82,69.36,0.11,3.49,921.3,Bangalore
1981-01-17,23.43,79.39,0.01,3.62,1010.6,Chennai
1981-01-17,14.95,36.47,0.02,1.39,996.2,Delhi
1981-01-17,20.81,55.68,1.46,1.93,960.5,Hyderabad
1981-01-17,23.25,60.11,2.07,2.57,1004.6,Mumbai
1981-01-18,21.13,67.56,0.0,1.8,919.6,Bangalore
1981-01-18,23.05,75.31,0.49,2.67,1008.7,Chennai
1981-01-18,13.52,50.06,0.0,2.22,993.0,Delhi
1981-01-18,18.62,74.93,12.15,2.02,958.9,Hyderabad
1981-01-18,22.03,62.35,0.15,2.69,1003.0,Mumbai
1981-01-19,19.89,71.6,0.0,2.21,919.0,Bangalore
1981-01-19,23.1,75.19,0.01,2.61,1007.9,Chennai
1981-01-19,14.73,51.24,0.0,1.6,991.6,Delhi
1981-01-19,18.44,66.67,1.64,1.69,958.2,Hyderabad
1981-01-19,22.6,57.25,0.0,2.26,1001.9,Mumbai
1981-01-20,20.99,68.88,0.0,2.26,920.0,Bangalore
1981-01-20,23.57,77.41,0.06,2.45,1009.0,Chennai
1981-01-20,16.53,44.21,0.0,1.18,992.5,Delhi
1981-01-20,18.85,53.8,0.0,1.54,959.0,Hyderabad
1981-01-20,23.26,52.05,0.0,2.16,1002.5,Mumbai
1981-01-21,20.67,61.63,0.0,2.52,919.7,Bangalore
1981-01-21,23.11,77.4,0.0,2.74,1008.7,Chennai
1981-01-21,17.2,44.91,0.0,1.08,991.4,Delhi
1981-01-21,19.53,46.08,0.0,1.36,958.3,Hyderabad
1981-01-21,23.42,51.58,0.0,1.8,1002.3,Mumbai
1981-01-22,20.0,64.05,0.0,2.92,919.0,Bangalore
1981-01-22,23.25,74.79,0.0,2.86,1008.0,Chennai
1981-01-22,17.11,46.03,0.0,1.07,989.2,Delhi
1981-01-22,20.7,59.95,0.0,1.86,956.6,Hyderabad
1981-01-22,23.01,54.02,0.0,1.8,1001.1,Mumbai
1981-01-23,21.28,62.23,0.0,1.72,918.4,Bangalore
1981-01-23,23.5,73.21,0.0,2.13,1007.2,Chennai
1981-01-23,16.84,52.96,4.18,2.75,986.5,Delhi
1981-01-23,22.24,64.97,0.1,2.74,955.6,Hyderabad
1981-01-23,22.5,61.36,0.0,1.76,1000.5,Mumbai
1981-01-24,21.65,62.92,0.0,2.29,918.5,Bangalore
1981-01-24,23.33,75.56,0.0,2.38,1007.1,Chennai
1981-01-24,16.14,66.99,4.81,3.26,984.9,Delhi
1981-01-24,22.42,65.02,0.03,3.01,955.4,Hyderabad
1981-01-24,23.0,74.23,0.0,2.05,1000.4,Mumbai
1981-01-25,22.0,62.95,0.16,1.92,919.7,Bangalore
1981-01-25,23.67,76.5,0.0,2.29,1008.4,Chennai
1981-01-25,15.59,77.76,1.96,3.91,991.6,Delhi
1981-01-25,22.15,70.4,3.98,2.09,957.5,Hyderabad
1981-01-25,22.25,61.1,0.0,1.65,1002.8,Mumbai
1981-01-26,21.02,64.81,0.02,2.67,921.5,Bangalore
1981-01-26,23.65,77.65,0.02,2.62,1010.4,Chennai
1981-01-26,15.59,58.57,0.01,1.37,996.7,Delhi
1981-01-26,22.27,69.61,1.16,2.35,960.1,Hyderabad
1981-01-26,22.15,51.26,0.0,2.01,1004.7,Mumbai
1981-01-27,21.29,59.29,0.0,3.56,921.4,Bangalore
1981-01-27,23.4,76.61,0.0,3.14,1010.7,Chennai
1981-01-27,15.33,54.02,0.0,1.42,996.2,Delhi
1981-01-27,21.83,68.2,0.05,1.86,960.7,Hyderabad
1981-01-27,24.28,37.44,0.0,2.1,1003.9,Mumbai
1981-01-28,20.5,63.53,0.0,3.75,921.7,Bangalore
1981-01-28,23.86,78.87,0.0,3.59,1010.5,Chennai
1981-01-28,16.37,51.19,0.0,1.38,994.3,Delhi
1981-01-28,22.65,62.67,0.0,1.62,960.6,Hyderabad
1981-01-28,25.35,35.76,0.0,2.28,1003.7,Mumbai
1981-01-29,21.1,59.08,0.0,3.14,920.8,Bangalore
1981-01-29,24.19,76.92,0.0,2.61,1009.5,Chennai
1981-01-29,16.53,58.33,0.0,1.6,990.6,Delhi
1981-01-29,22.9,56.39,0.0,1.84,958.8,Hyderabad
1981-01-29,25.93,34.95,0.0,1.97,1002.6,Mumbai
1981-01-30,21.6,58.07,0.0,3.05,919.5,Bangalore
1981-01-30,23.86,73.85,0.0,2.06,1008.1,Chennai
1981-01-30,15.56,62.36,0.08,1.65,988.3,Delhi
1981-01-30,24.04,50.41,0.0,1.46,956.4,Hyderabad
1981-01-30,25.36,41.5,0.0,1.95,1001.4,Mumbai
1981-01-31,22.07,49.51,0.0,2.35,919.5,Bangalore
1981-01-31,23.81,72.62,0.0,1.7,1008.0,Chennai
1981-01-31,16.45,54.37,0.09,1.42,990.0,Delhi
1981-01-31,24.87,47.87,0.0,2.28,956.3,Hyderabad
1981-01-31,23.47,59.74,0.0,2.21,1002.4,Mumbai
1981-02-01,22.27,48.65,0.0,1.32,919.4,Bangalore
1981-02-01,23.7,77.15,0.0,2.15,1008.1,Chennai
1981-02-01,13.92,52.43,2.17,2.08,993.7,Delhi
1981-02-01,22.9,36.74,0.0,1.78,957.2,Hyderabad
1981-02-01,22.49,41.54,0.0,2.16,1003.4,Mumbai
1981-02-02,22.51,50.49,0.0,2.19,919.1,Bangalore
1981-02-02,23.85,79.7,0.0,2.04,1007.9,Chennai
1981-02-02,12.54,47.91,0.0,1.63,994.6,Delhi
1981-02-02,21.37,28.4,0.0,1.68,957.8,Hyderabad
1981-02-02,22.4,26.39,0.0,2.54,1002.4,Mumbai
1981-02-03,22.47,53.79,0.0,2.65,919.4,Bangalore
1981-02-03,24.03,81.37,0.0,2.58,1008.3,Chennai
1981-02-03,14.46,44.81,0.15,0.95,993.5,Delhi
1981-02-03,21.84,36.33,0.0,1.87,958.1,Hyderabad
1981-02-03,24.04,30.09,0.0,2.2,1001.6,Mumbai
1981-02-04,21.63,55.51,0.0,2.94,919.2,Bangalore
1981-02-04,23.68,81.34,0.01,2.73,1008.1,Chennai
1981-02-04,16.14,43.9,0.9,1.46,991.5,Delhi
1981-02-04,22.64,42.66,0.0,1.97,957.9,Hyderabad
1981-02-04,24.91,30.4,0.0,2.05,1001.3,Mumbai
1981-02-05,22.58,55.97,0.0,2.89,920.3,Bangalore
1981-02-05,24.39,80.03,0.0,3.18,1009.3,Chennai
1981-02-05,16.76,45.94,1.81,1.54,992.4,Delhi
1981-02-05,23.63,57.41,0.0,2.43,958.9,Hyderabad
1981-02-05,25.17,34.19,0.0,2.49,1002.4,Mumbai
1981-02-06,23.73,56.0,0.0,2.89,920.7,Bangalore
1981-02-06,24.84,76.57,0.0,3.17,1009.6,Chennai
1981-02-06,15.13,55.41,0.0,2.65,995.2,Delhi
1981-02-06,24.08,53.3,0.0,2.17,959.9,Hyderabad
1981-02-06,25.23,39.93,0.0,2.28,1003.6,Mumbai
1981-02-07,24.01,53.46,0.0,2.95,919.2,Bangalore
1981-02-07,24.93,77.32,0.0,3.15,1007.9,Chennai
1981-02-07,14.15,59.68,0.28,2.36,992.8,Delhi
1981-02-07,23.95,48.09,0.0,2.36,957.8,Hyderabad
1981-02-07,25.79,30.8,0.0,2.4,1001.7,Mumbai
1981-02-08,23.87,52.87,0.0,2.54,918.4,Bangalore
1981-02-08,24.77,76.48,0.0,2.32,1006.8,Chennai
1981-02-08,14.39,52.08,0.0,2.01,990.1,Delhi
1981-02-08,25.12,40.74,0.0,2.29,955.7,Hyderabad
1981-02-08,25.38,28.53,0.0,2.3,1000.4,Mumbai
1981-02-09,23.86,42.61,0.0,2.37,917.9,Bangalore
1981-02-09,24.31,78.66,0.0,2.14,1006.4,Chennai
1981-02-09,14.63,46.67,0.0,2.15,990.3,Delhi
1981-02-09,25.34,43.34,0.0,2.1,955.0,Hyderabad
1981-02-09,24.12,26.14,0.0,2.49,1000.3,Mumbai
1981-02-10,24.32,44.28,0.0,1.93,917.6,Bangalore
1981-02-10,25.1,73.69,0.0,2.33,1005.7,Chennai
1981-02-10,14.55,47.04,0.16,1.44,991.8,Delhi
1981-02-10,23.17,40.2,0.0,2.31,955.9,Hyderabad
1981-02-10,24.96,23.34,0.0,2.48,1000.2,Mumbai
1981-02-11,24.46,43.95,0.0,2.17,917.1,Bangalore
1981-02-11,25.1,73.8,0.0,2.01,1005.4,Chennai
1981-02-11,15.75,40.86,0.0,2.51,988.2,Delhi
1981-02-11,21.95,15.61,0.0,1.86,955.7,Hyderabad
1981-02-11,25.1,23.61,0.0,2.65,999.7,Mumbai
1981-02-12,24.83,45.88,0.0,2.04,917.2,Bangalore
1981-02-12,25.04,74.31,0.0,2.33,1005.7,Chennai
1981-02-12,18.28,37.94,0.0,2.12,986.6,Delhi
1981-02-12,23.16,14.47,0.0,1.45,955.1,Hyderabad
1981-02-12,24.75,28.81,0.0,1.96,999.5,Mumbai
1981-02-13,25.04,46.91,0.0,2.12,917.0,Bangalore
1981-02-13,24.5,75.21,0.0,2.15,1005.5,Chennai
1981-02-13,18.38,37.83,0.0,1.77,986.4,Delhi
1981-02-13,23.66,35.23,0.0,1.63,954.5,Hyderabad
1981-02-13,23.62,49.23,0.0,1.77,1000.2,Mumbai
1981-02-14,25.63,41.06,0.0,1.79,917.7,Bangalore
1981-02-14,24.5,72.11,0.0,2.0,1006.1,Chennai
1981-02-14,19.7,38.18,0.13,1.47,987.1,Delhi
1981-02-14,24.9,37.05,0.0,1.46,955.2,Hyderabad
1981-02-14,23.41,62.87,0.0,1.95,1001.4,Mumbai
1981-02-15,24.56,40.44,0.0,2.71,917.8,Bangalore
1981-02-15,24.38,73.37,0.0,2.51,1006.3,Chennai
1981-02-15,21.02,40.96,0.91,1.27,987.6,Delhi
1981-02-15,25.25,34.17,0.0,1.76,955.2,Hyderabad
1981-02-15,23.47,62.32,0.0,1.84,1001.2,Mumbai
1981-02-16,23.75,35.03,0.0,3.02,918.6,Bangalore
1981-02-16,24.33,67.96,0.0,2.01,1007.2,Chennai
1981-02-16,19.47,43.75,0.0,1.75,990.1,Delhi
1981-02-16,25.73,38.69,0.0,2.02,956.3,Hyderabad
1981-02-16,24.51,53.35,0.0,2.22,1001.4,Mumbai
1981-02-17,22.33,32.92,0.62,2.83,919.2,Bangalore
1981-02-17,23.93,66.19,0.06,2.12,1007.9,Chennai
1981-02-17,18.13,40.78,0.0,2.94,991.5,Delhi
1981-02-17,26.01,29.51,0.0,2.39,956.8,Hyderabad
1981-02-17,27.03,31.84,0.0,2.14,1000.5,Mumbai
1981-02-18,22.14,31.03,0.06,3.42,918.6,Bangalore
1981-02-18,24.03,65.91,0.0,2.35,1007.2,Chennai
1981-02-18,17.93,41.03,0.0,3.32,989.5,Delhi
1981-02-18,25.86,25.99,0.0,2.2,956.1,Hyderabad
1981-02-18,27.17,29.74,0.0,1.92,1000.0,Mumbai
1981-02-19,22.32,31.03,0.0,3.04,919.1,Bangalore
1981-02-19,24.64,64.39,0.0,2.1,1007.4,Chennai
1981-02-19,18.4,38.35,0.0,2.96,990.3,Delhi
1981-02-19,26.2,29.34,0.0,2.08,956.3,Hyderabad
1981-02-19,27.58,34.81,0.0,1.92,1000.4,Mumbai
1981-02-20,23.21,34.53,1.1,3.07,919.4,Bangalore
1981-02-20,25.05,66.08,0.6,2.1,1007.3,Chennai
1981-02-20,19.64,36.44,0.0,2.95,990.6,Delhi
1981-02-20,26.9,29.56,0.0,1.73,956.2,Hyderabad
1981-02-20,27.43,42.74,0.0,2.06,1000.9,Mumbai
1981-02-21,23.79,39.04,0.0,3.23,918.1,Bangalore
1981-02-21,24.81,73.35,0.0,2.21,1006.3,Chennai
1981-02-21,19.43,36.27,0.0,2.96,989.5,Delhi
1981-02-21,26.4,37.91,0.0,2.0,955.7,Hyderabad
1981-02-21,28.49,31.91,0.0,2.17,998.9,Mumbai
1981-02-22,23.68,44.01,0.0,3.67,917.6,Bangalore
1981-02-22,25.19,72.56,0.0,2.71,1005.9,Chennai
1981-02-22,19.56,35.89,0.0,2.4,988.8,Delhi
1981-02-22,25.92,42.33,0.0,2.43,955.6,Hyderabad
1981-02-22,28.3,39.67,0.0,1.62,998.3,Mumbai
1981-02-23,22.75,47.45,0.0,3.36,918.7,Bangalore
1981-02-23,24.89,70.19,0.0,2.54,1007.3,Chennai
1981-02-23,20.97,34.53,0.0,2.02,989.3,Delhi
1981-02-23,25.48,45.13,0.03,2.57,956.9,Hyderabad
1981-02-23,29.12,31.15,0.31,1.71,999.7,Mumbai
1981-02-24,22.94,38.76,0.0,3.44,919.8,Bangalore
1981-02-24,24.76,71.65,0.0,2.67,1008.3,Chennai
1981-02-24,22.79,30.95,0.0,1.75,988.0,Delhi
1981-02-24,26.01,41.5,0.02,2.13,957.9,Hyderabad
1981-02-24,28.88,37.49,0.3,1.8,1001.5,Mumbai
1981-02-25,24.24,27.83,0.0,3.39,920.1,Bangalore
1981-02-25,25.05,68.04,0.0,2.26,1008.3,Chennai
1981-02-25,22.58,28.33,0.0,1.78,989.2,Delhi
1981-02-25,27.04,32.11,0.05,1.92,957.6,Hyderabad
1981-02-25,29.27,27.1,0.0,2.74,1001.9,Mumbai
1981-02-26,25.14,24.53,0.0,3.14,919.6,Bangalore
1981-02-26,25.87,62.31,0.0,1.65,1007.4,Chennai
1981-02-26,21.58,29.55,0.01,2.33,989.1,Delhi
1981-02-26,27.63,28.12,0.0,1.45,956.7,Hyderabad
1981-02-26,29.17,25.25,0.0,2.36,1001.2,Mumbai
1981-02-27,25.19,24.83,0.0,3.14,919.5,Bangalore
1981-02-27,26.09,64.12,0.0,2.0,1007.2,Chennai
1981-02-27,20.33,40.77,0.0,2.12,988.4,Delhi
1981-02-27,28.29,24.12,0.0,1.47,956.2,Hyderabad
1981-02-27,29.07,24.82,0.0,1.99,1000.9,Mumbai
1981-02-28,25.44,28.56,0.0,3.17,919.3,Bangalore
1981-02-28,25.63,70.25,0.0,2.46,1007.2,Chennai
1981-02-28,20.34,53.94,5.2,2.33,987.3,Delhi
1981-02-28,28.43,27.76,0.0,2.34,956.2,Hyderabad
1981-02-28,27.17,39.58,0.0,2.3,1001.5,Mumbai
1981-03-01,25.11,31.21,0.08,2.99,919.9,Bangalore
1981-03-01,25.82,71.48,0.33,2.64,1007.9,Chennai
1981-03-01,20.64,50.61,1.43,1.71,990.1,Delhi
1981-03-01,28.42,27.95,0.01,1.48,957.2,Hyderabad
1981-03-01,27.21,47.75,0.0,2.69,1002.1,Mumbai
1981-03-02,25.1,38.21,0.0,3.38,920.1,Bangalore
1981-03-02,26.77,72.61,0.0,2.38,1007.9,Chennai
1981-03-02,19.21,39.92,0.13,3.85,991.5,Delhi
1981-03-02,27.86,25.78,0.0,1.89,957.6,Hyderabad
1981-03-02,29.29,22.08,0.0,3.11,1002.0,Mumbai
1981-03-03,25.62,36.15,0.0,3.58,920.3,Bangalore
1981-03-03,26.69,72.35,0.0,2.66,1008.3,Chennai
1981-03-03,19.56,32.63,0.0,3.61,991.9,Delhi
1981-03-03,26.34,12.77,0.0,2.99,958.7,Hyderabad
1981-03-03,30.79,13.96,0.0,3.08,1001.7,Mumbai
1981-03-04,25.39,38.07,0.0,3.19,920.7,Bangalore
1981-03-04,26.61,71.49,0.01,2.49,1009.1,Chennai
1981-03-04,21.94,34.37,0.0,2.87,992.2,Delhi
1981-03-04,25.84,19.13,0.0,2.34,959.2,Hyderabad
1981-03-04,30.9,15.0,0.0,4.2,1002.5,Mumbai
1981-03-05,24.46,42.37,0.0,3.51,920.8,Bangalore
1981-03-05,26.38,70.65,0.0,2.46,1009.2,Chennai
1981-03-05,23.58,37.1,0.0,1.51,991.1,Delhi
1981-03-05,26.4,30.01,0.0,1.94,958.8,Hyderabad
1981-03-05,30.37,21.24,0.0,2.8,1001.5,Mumbai
1981-03-06,24.21,38.99,0.03,3.6,920.7,Bangalore
1981-03-06,26.22,68.05,0.39,2.88,1009.4,Chennai
1981-03-06,24.35,33.71,0.2,1.7,989.9,Delhi
1981-03-06,26.75,34.87,0.0,2.56,958.7,Hyderabad
1981-03-06,29.45,25.03,0.0,1.94,1001.5,Mumbai
1981-03-07,25.08,46.14,0.0,3.89,920.9,Bangalore
1981-03-07,26.88,67.14,0.0,3.09,1009.3,Chennai
1981-03-07,22.73,36.44,0.0,1.77,991.3,Delhi
1981-03-07,26.44,31.04,0.01,2.63,959.0,Hyderabad
1981-03-07,29.14,29.49,0.0,1.95,1002.1,Mumbai
1981-03-08,26.14,47.95,0.0,3.14,919.7,Bangalore
1981-03-08,27.8,67.92,0.0,2.47,1008.0,Chennai
1981-03-08,19.08,25.82,0.0,2.42,990.1,Delhi
1981-03-08,27.29,28.55,0.0,2.29,957.1,Hyderabad
1981-03-08,29.53,29.41,0.0,2.08,1000.8,Mumbai
1981-03-09,26.07,44.54,0.1,2.56,919.0,Bangalore
1981-03-09,27.82,71.93,0.01,3.38,1007.0,Chennai
1981-03-09,20.28,26.68,0.0,1.89,988.8,Delhi
1981-03-09,27.86,41.9,0.0,2.93,955.8,Hyderabad
1981-03-09,28.71,30.3,0.0,2.28,1000.1,Mumbai
1981-03-10,27.23,46.78,0.4,2.53,919.0,Bangalore
1981-03-10,28.13,72.46,0.21,3.7,1006.8,Chennai
1981-03-10,23.05,23.13,0.2,2.3,987.5,Delhi
1981-03-10,28.82,46.76,0.0,2.63,955.7,Hyderabad
1981-03-10,27.02,49.2,0.0,2.89,1001.1,Mumbai
1981-03-11,25.41,59.64,18.96,2.45,919.4,Bangalore
1981-03-11,27.64,72.08,1.92,3.3,1007.1,Chennai
1981-03-11,22.29,26.46,0.0,1.3,989.0,Delhi
1981-03-11,27.93,47.15,4.41,2.65,956.4,Hyderabad
1981-03-11,26.43,54.27,0.0,2.04,1001.5,Mumbai
1981-03-12,24.13,65.73,2.78,1.83,919.7,Bangalore
1981-03-12,27.38,72.52,1.17,3.15,1007.2,Chennai
1981-03-12,22.4,30.54,0.0,1.93,990.2,Delhi
1981-03-12,22.96,63.5,11.13,1.95,958.1,Hyderabad
1981-03-12,26.56,50.47,0.0,2.18,1001.4,Mumbai
1981-03-13,24.85,56.91,0.28,2.98,919.2,Bangalore
1981-03-13,27.31,69.29,0.02,3.0,1007.3,Chennai
1981-03-13,22.73,31.3,0.0,1.17,990.9,Delhi
1981-03-13,25.53,61.33,1.68,1.78,957.1,Hyderabad
1981-03-13,27.56,43.62,0.0,2.38,1001.2,Mumbai
1981-03-14,24.45,54.84,0.0,3.58,919.7,Bangalore
1981-03-14,27.66,69.65,0.05,3.21,1008.1,Chennai
1981-03-14,22.36,34.65,1.88,1.53,991.4,Delhi
1981-03-14,26.06,58.09,0.19,3.47,957.6,Hyderabad
1981-03-14,28.71,40.37,0.0,2.06,1001.1,Mumbai
1981-03-15,24.94,53.6,0.01,3.73,920.4,Bangalore
1981-03-15,27.54,68.37,0.0,2.91,1008.8,Chennai
1981-03-15,20.88,51.12,0.37,1.73,994.2,Delhi
1981-03-15,26.11,54.85,0.13,3.1,958.4,Hyderabad
1981-03-15,28.76,41.98,0.06,2.48,1002.0,Mumbai
1981-03-16,24.59,52.53,0.0,2.95,918.9,Bangalore
1981-03-16,27.08,71.66,0.0,2.87,1007.2,Chennai
1981-03-16,20.18,58.84,1.85,1.72,991.8,Delhi
1981-03-16,26.56,50.88,0.66,1.71,956.9,Hyderabad
1981-03-16,29.05,39.72,0.01,2.3,1000.7,Mumbai
1981-03-17,23.36,63.53,0.04,1.68,917.8,Bangalore
1981-03-17,27.4,69.44,0.0,2.46,1004.8,Chennai
1981-03-17,21.66,46.45,0.0,2.56,986.8,Delhi
1981-03-17,26.82,52.21,0.81,1.92,954.4,Hyderabad
1981-03-17,28.1,49.44,1.66,2.07,998.4,Mumbai
1981-03-18,25.78,51.18,0.01,0.92,916.9,Bangalore
1981-03-18,28.04,65.96,0.0,2.53,1004.1,Chennai
1981-03-18,23.87,37.42,0.0,2.28,985.1,Delhi
1981-03-18,28.5,50.38,0.09,1.82,953.4,Hyderabad
1981-03-18,27.75,58.37,0.09,2.01,998.3,Mumbai
1981-03-19,27.16,44.18,1.38,2.26,916.8,Bangalore
1981-03-19,28.23,64.19,0.0,3.32,1004.0,Chennai
1981-03-19,22.26,43.32,2.51,1.31,986.1,Delhi
1981-03-19,29.9,41.93,0.01,2.66,953.3,Hyderabad
1981-03-19,27.04,57.73,0.0,2.28,999.1,Mumbai
1981-03-20,26.25,47.85,0.67,1.33,917.1,Bangalore
1981-03-20,28.97,63.78,0.02,3.17,1003.6,Chennai
1981-03-20,23.26,49.22,0.89,2.84,984.9,Delhi
1981-03-20,26.69,55.12,4.99,2.17,954.0,Hyderabad
1981-03-20,25.32,57.85,0.04,2.07,1000.0,Mumbai
1981-03-21,27.81,44.96,0.0,1.92,916.0,Bangalore
1981-03-21,29.18,65.82,0.0,3.59,1003.2,Chennai
1981-03-21,23.81,47.33,1.16,2.29,984.5,Delhi
1981-03-21,26.46,64.11,0.45,2.18,953.4,Hyderabad
1981-03-21,26.12,54.37,0.02,2.34,998.4,Mumbai
1981-03-22,26.83,52.48,0.14,1.86,915.5,Bangalore
1981-03-22,28.92,64.53,0.05,3.33,1002.4,Chennai
1981-03-22,22.44,42.19,0.27,2.54,984.5,Delhi
1981-03-22,26.16,67.28,5.37,2.98,952.5,Hyderabad
1981-03-22,25.86,46.61,0.0,2.71,997.5,Mumbai
1981-03-23,26.25,55.08,0.15,1.56,914.9,Bangalore
1981-03-23,29.09,65.38,0.56,2.91,1001.4,Chennai
1981-03-23,21.74,37.53,0.0,2.14,983.4,Delhi
1981-03-23,27.91,56.8,0.66,1.76,950.7,Hyderabad
1981-03-23,27.13,48.41,0.0,2.33,996.6,Mumbai
1981-03-24,27.26,50.03,0.55,1.29,915.1,Bangalore
1981-03-24,29.97,67.22,1.05,3.82,1001.4,Chennai
1981-03-24,22.33,37.48,0.17,2.34,984.5,Delhi
1981-03-24,28.38,50.83,0.0,1.37,951.4,Hyderabad
1981-03-24,27.2,43.94,0.0,2.54,997.2,Mumbai
1981-03-25,28.77,41.84,0.14,0.94,915.1,Bangalore
1981-03-25,29.86,67.27,0.37,3.86,1002.1,Chennai
1981-03-25,23.87,28.43,0.0,1.75,985.6,Delhi
1981-03-25,28.29,53.22,0.01,2.02,952.7,Hyderabad
1981-03-25,28.56,38.61,0.0,2.2,996.9,Mumbai
