date,city,temperature,humidity,rainfall,wind_speed
2019-05-14,Delhi,30.0,42,0.0,3.0
2019-05-15,Delhi,30.4,36,0.0,4.2
2019-05-16,Delhi,27.4,34,0.0,2.9
2019-05-17,Delhi,32.0,32,0.0,5.0
2019-05-18,Delhi,35.7,34,0.0,4.5
2019-05-19,Delhi,29.3,37,0.0,3.3
2019-05-20,Delhi,32.6,37,0.0,2.9
2019-05-21,Delhi,34.0,39,0.0,3.1
2019-05-22,Delhi,28.2,47,0.0,4.3
2019-05-23,Delhi,31.4,29,0.0,3.1
2019-05-24,Delhi,33.7,40,0.0,3.1
2019-05-25,Delhi,31.2,36,0.0,3.0
2019-05-26,Delhi,32.6,39,0.0,4.8
2019-05-27,Delhi,34.1,33,0.0,2.3
2019-05-28,Delhi,32.8,40,0.0,3.9
2019-05-29,Delhi,32.4,38,0.0,2.6
2019-05-30,Delhi,32.3,41,0.0,3.8
2019-05-31,Delhi,35.1,29,0.0,7.5
2019-06-01,Delhi,32.2,39,0.0,4.8
2019-06-02,Delhi,31.8,26,0.0,7.5
2019-06-03,Delhi,30.4,36,10.6,4.0
2019-06-04,Delhi,33.1,43,10.8,6.6
2019-06-05,Delhi,32.3,40,3.4,4.0
2019-06-06,Delhi,32.3,31,0.0,4.9
2019-06-07,Delhi,35.5,33,6.4,5.3
2019-06-08,Delhi,34.4,42,0.0,4.1
2019-06-09,Delhi,28.2,43,0.0,4.3
2019-06-10,Delhi,32.7,33,0.0,6.1
2019-06-11,Delhi,36.5,38,0.0,4.4
2019-06-12,Delhi,33.2,35,0.0,5.2
2019-06-13,Delhi,35.1,33,0.0,5.7
2019-06-14,Delhi,33.0,43,0.0,3.3
2019-06-15,Delhi,33.7,33,6.7,5.8
2019-06-16,Delhi,32.0,30,3.6,4.6
2019-06-17,Delhi,32.6,35,0.0,2.8
2019-06-18,Delhi,33.1,31,12.4,5.3
2019-06-19,Delhi,32.4,32,11.3,4.9
2019-06-20,Delhi,35.4,36,0.0,5.3
2019-06-21,Delhi,30.9,35,46.4,4.2
2019-06-22,Delhi,33.0,39,0.0,5.6
2019-06-23,Delhi,35.7,35,0.0,4.1
2019-06-24,Delhi,36.1,29,12.8,4.4
2019-06-25,Delhi,33.2,35,13.5,5.2
2019-06-26,Delhi,33.7,49,0.0,5.4
2019-06-27,Delhi,36.5,30,0.0,4.4
2019-06-28,Delhi,34.9,35,0.0,4.4
2019-06-29,Delhi,37.5,32,0.0,5.9
2019-06-30,Delhi,33.1,40,7.1,5.7
2019-07-01,Delhi,33.6,34,0.0,6.0
2019-07-02,Delhi,36.9,34,0.0,6.0
2019-07-03,Delhi,33.1,35,0.0,4.6
2019-07-04,Delhi,36.3,33,0.0,4.2
2019-07-05,Delhi,36.3,38,0.0,4.8
2019-07-06,Delhi,33.6,31,8.6,4.7
2019-07-07,Delhi,36.4,38,0.0,6.0
2019-07-08,Delhi,34.9,38,0.0,6.8
2019-07-09,Delhi,34.9,31,0.0,5.0
2019-07-10,Delhi,36.9,37,0.0,7.4
2019-07-11,Delhi,33.1,34,0.0,4.3
2019-07-12,Delhi,33.8,32,0.0,3.7
2019-07-13,Delhi,35.0,36,12.3,4.7
2019-07-14,Delhi,32.4,34,0.0,5.5
2019-07-15,Delhi,31.0,42,0.0,5.2
2019-07-16,Delhi,35.3,33,0.0,4.9
2019-07-17,Delhi,36.3,41,0.0,4.8
2019-07-18,Delhi,30.8,44,10.8,5.9
2019-07-19,Delhi,32.6,41,11.1,2.9
2019-07-20,Delhi,34.9,34,0.0,5.0
2019-07-21,Delhi,36.9,24,0.0,6.4
2019-07-22,Delhi,31.6,38,0.9,4.9
2019-07-23,Delhi,37.5,38,0.0,4.7
2019-07-24,Delhi,35.2,30,0.0,5.4
2019-07-25,Delhi,35.2,40,0.0,4.9
2019-07-26,Delhi,34.0,24,0.0,4.3
2019-07-27,Delhi,35.3,35,0.0,5.9
2019-07-28,Delhi,34.2,26,6.1,5.1
2019-07-29,Delhi,34.9,44,0.0,4.4
2019-07-30,Delhi,33.3,30,4.7,5.4
2019-07-31,Delhi,36.0,33,0.0,3.6
2019-08-01,Delhi,34.4,27,12.0,5.6
2019-08-02,Delhi,34.6,43,9.1,5.4
2019-08-03,Delhi,33.7,25,11.7,5.8
2019-08-04,Delhi,38.4,28,0.0,6.3
2019-08-05,Delhi,35.9,42,0.0,5.3
2019-08-06,Delhi,33.6,31,0.0,4.4
2019-08-07,Delhi,34.7,25,0.0,5.8
2019-08-08,Delhi,35.1,27,0.0,4.2
2019-08-09,Delhi,29.8,38,0.0,4.2
2019-08-10,Delhi,34.7,34,0.0,4.5
2019-08-11,Delhi,35.5,41,20.0,6.1
2019-08-12,Delhi,29.8,36,0.0,6.2
2019-08-13,Delhi,31.5,43,0.0,6.6
2019-08-14,Delhi,34.4,40,6.6,5.6
2019-08-15,Delhi,32.7,30,0.0,5.1
2019-08-16,Delhi,32.2,30,0.0,4.8
2019-08-17,Delhi,30.9,35,0.0,4.4
2019-08-18,Delhi,35.5,44,0.0,4.8
2019-08-19,Delhi,33.7,39,0.0,5.7
2019-08-20,Delhi,35.4,38,0.0,5.9
2019-08-21,Delhi,32.9,32,0.0,4.0
2019-08-22,Delhi,30.3,39,0.0,5.4
2019-08-23,Delhi,29.4,32,5.8,6.1
2019-08-24,Delhi,31.7,30,0.0,4.2
2019-08-25,Delhi,33.4,35,6.5,4.0
2019-08-26,Delhi,30.4,38,0.0,5.7
2019-08-27,Delhi,32.8,40,2.6,3.7
2019-08-28,Delhi,33.8,45,13.5,5.3
2019-08-29,Delhi,31.5,29,0.0,4.3
2019-08-30,Delhi,34.1,32,0.0,4.0
2019-08-31,Delhi,35.0,35,0.0,4.8
2019-09-01,Delhi,35.0,43,0.0,6.8
2019-09-02,Delhi,33.2,34,0.0,5.4
2019-09-03,Delhi,31.4,40,0.0,5.3
2019-09-04,Delhi,32.2,39,4.1,4.7
2019-09-05,Delhi,28.4,45,5.2,4.9
2019-09-06,Delhi,25.9,45,0.0,5.3
2019-09-07,Delhi,25.3,42,0.0,6.2
2019-09-08,Delhi,28.1,34,0.0,4.8
2019-09-09,Delhi,30.7,39,8.5,3.2
2019-09-10,Delhi,29.1,42,0.0,4.8
2019-09-11,Delhi,33.5,35,5.3,5.0
2019-09-12,Delhi,28.8,42,0.0,5.5
2019-09-13,Delhi,28.2,41,0.0,6.4
2019-09-14,Delhi,28.0,47,0.0,5.3
2019-09-15,Delhi,30.2,33,9.1,4.5
2019-09-16,Delhi,27.5,31,0.0,4.9
2019-09-17,Delhi,25.7,44,0.0,6.6
2019-09-18,Delhi,24.9,41,0.0,3.8
2019-09-19,Delhi,30.8,49,0.0,4.6
2019-09-20,Delhi,25.7,41,0.0,4.3
2019-09-21,Delhi,28.2,44,18.3,5.1
2019-09-22,Delhi,25.9,46,0.0,5.1
2019-09-23,Delhi,30.6,39,0.0,4.4
2019-09-24,Delhi,29.8,48,0.0,4.9
2019-09-25,Delhi,27.1,42,0.0,4.4
2019-09-26,Delhi,23.2,46,0.0,5.4
2019-09-27,Delhi,28.5,47,0.0,4.3
2019-09-28,Delhi,28.7,42,0.0,3.1
2019-09-29,Delhi,25.9,46,0.0,3.4
2019-09-30,Delhi,29.2,45,0.0,3.8
2019-10-01,Delhi,27.3,40,0.0,2.8
2019-10-02,Delhi,27.7,45,0.0,1.2
2019-10-03,Delhi,23.1,39,0.0,2.0
2019-10-04,Delhi,23.2,47,0.0,3.0
2019-10-05,Delhi,26.0,44,0.0,2.7
2019-10-06,Delhi,24.1,42,0.0,5.0
2019-10-07,Delhi,25.4,40,13.4,1.4
2019-10-08,Delhi,24.7,41,0.0,3.3
2019-10-09,Delhi,26.0,36,0.0,3.5
2019-10-10,Delhi,25.0,51,0.0,2.3
2019-10-11,Delhi,26.3,47,0.0,3.1
2019-10-12,Delhi,24.4,48,0.0,3.2
2019-10-13,Delhi,28.5,40,0.0,3.0
2019-10-14,Delhi,22.1,40,0.0,4.0
2019-10-15,Delhi,22.7,39,0.0,1.9
2019-10-16,Delhi,25.4,41,0.0,3.6
2019-10-17,Delhi,21.4,46,0.0,2.1
2019-10-18,Delhi,22.5,37,0.0,3.5
2019-10-19,Delhi,20.0,42,0.0,1.7
2019-10-20,Delhi,25.1,48,0.0,3.6
2019-10-21,Delhi,25.2,43,0.0,3.4
2019-10-22,Delhi,22.1,36,0.0,2.7
2019-10-23,Delhi,25.3,62,0.0,3.1
2019-10-24,Delhi,19.7,55,0.0,1.9
2019-10-25,Delhi,25.9,52,3.6,3.9
2019-10-26,Delhi,23.3,51,0.0,1.7
2019-10-27,Delhi,22.5,49,0.0,3.2
2019-10-28,Delhi,24.0,42,0.0,2.7
2019-10-29,Delhi,26.3,50,0.0,1.2
2019-10-30,Delhi,23.7,48,0.0,4.6
2019-10-31,Delhi,22.7,39,0.0,3.8
2019-11-01,Delhi,19.6,42,0.0,3.5
2019-11-02,Delhi,19.0,37,0.0,2.0
2019-11-03,Delhi,20.5,52,0.0,3.1
2019-11-04,Delhi,21.0,62,0.0,3.4
2019-11-05,Delhi,20.4,51,17.9,3.5
2019-11-06,Delhi,19.1,45,0.0,4.7
2019-11-07,Delhi,20.1,54,0.0,2.4
2019-11-08,Delhi,20.4,49,0.0,4.7
2019-11-09,Delhi,20.1,42,0.0,2.4
2019-11-10,Delhi,17.0,46,0.0,2.6
2019-11-11,Delhi,17.2,55,0.0,2.6
2019-11-12,Delhi,18.2,48,0.0,2.9
2019-11-13,Delhi,21.0,51,0.0,3.9
2019-11-14,Delhi,18.1,56,0.0,2.6
2019-11-15,Delhi,17.8,54,0.0,4.1
2019-11-16,Delhi,19.0,51,5.4,0.9
2019-11-17,Delhi,16.6,52,0.0,3.2
2019-11-18,Delhi,20.9,53,0.0,2.9
2019-11-19,Delhi,22.4,49,0.0,1.8
2019-11-20,Delhi,19.0,57,0.0,3.8
2019-11-21,Delhi,19.6,58,0.0,3.7
2019-11-22,Delhi,16.3,53,0.0,3.7
2019-11-23,Delhi,19.5,47,0.0,1.9
2019-11-24,Delhi,17.3,61,0.0,3.4
2019-11-25,Delhi,17.0,54,0.0,2.2
2019-11-26,Delhi,18.1,55,0.0,4.0
2019-11-27,Delhi,17.7,49,0.0,2.4
2019-11-28,Delhi,15.2,51,0.0,2.5
2019-11-29,Delhi,17.7,47,0.0,2.1
2019-11-30,Delhi,19.1,54,0.0,3.3
2019-12-01,Delhi,14.5,55,0.0,4.8
2019-12-02,Delhi,18.1,57,0.0,3.6
2019-12-03,Delhi,16.8,42,0.0,3.3
2019-12-04,Delhi,16.7,51,0.0,3.5
2019-12-05,Delhi,14.0,58,0.0,1.8
2019-12-06,Delhi,20.7,53,0.0,2.7
2019-12-07,Delhi,18.3,48,0.0,2.0
2019-12-08,Delhi,12.8,52,0.0,5.5
2019-12-09,Delhi,16.1,58,0.0,4.5
2019-12-10,Delhi,19.8,53,0.0,1.0
2019-12-11,Delhi,19.4,58,0.0,3.5
2019-12-12,Delhi,19.0,51,0.0,3.4
2019-12-13,Delhi,15.3,55,0.0,3.7
2019-12-14,Delhi,12.7,51,22.0,3.4
2019-12-15,Delhi,14.8,57,0.0,3.1
2019-12-16,Delhi,17.2,42,0.0,0.6
2019-12-17,Delhi,14.3,49,0.0,2.6
2019-12-18,Delhi,16.6,47,0.0,0.5
2019-12-19,Delhi,18.1,44,0.0,3.0
2019-12-20,Delhi,16.3,52,0.0,3.2
2019-12-21,Delhi,16.3,59,0.0,2.5
2019-12-22,Delhi,18.1,52,0.0,2.3
2019-12-23,Delhi,14.5,51,0.0,3.5
2019-12-24,Delhi,12.6,51,0.0,2.0
2019-12-25,Delhi,18.4,60,0.0,4.4
2019-12-26,Delhi,17.9,49,0.0,2.0
2019-12-27,Delhi,14.7,58,0.0,1.6
2019-12-28,Delhi,16.8,60,0.0,3.5
2019-12-29,Delhi,16.3,51,0.0,5.4
2019-12-30,Delhi,14.5,51,0.0,3.9
2019-12-31,Delhi,17.4,54,0.0,3.0
2020-01-01,Delhi,11.7,56,0.0,2.6
2020-01-02,Delhi,18.2,48,0.0,3.8
2020-01-03,Delhi,17.6,58,0.0,0.6
2020-01-04,Delhi,16.8,46,0.0,2.5
2020-01-05,Delhi,17.1,63,0.0,1.6
2020-01-06,Delhi,14.5,60,0.0,4.3
2020-01-07,Delhi,12.5,60,0.0,1.8
2020-01-08,Delhi,16.1,53,0.0,2.8
2020-01-09,Delhi,14.0,53,0.0,3.5
2020-01-10,Delhi,11.7,53,0.0,2.6
2020-01-11,Delhi,12.2,51,0.0,0.9
2020-01-12,Delhi,12.9,48,0.0,3.7
2020-01-13,Delhi,12.7,55,0.0,4.3
2020-01-14,Delhi,15.4,52,0.0,3.6
2020-01-15,Delhi,14.3,55,0.0,4.0
2020-01-16,Delhi,19.5,53,0.0,4.0
2020-01-17,Delhi,16.2,55,0.0,2.2
2020-01-18,Delhi,15.1,50,0.0,4.2
2020-01-19,Delhi,18.1,57,0.0,4.1
2020-01-20,Delhi,15.9,46,0.0,2.7
2020-01-21,Delhi,18.5,50,0.0,2.8
2020-01-22,Delhi,17.7,54,0.0,3.9
2020-01-23,Delhi,15.4,56,0.0,3.3
2020-01-24,Delhi,14.9,55,0.0,3.7
2020-01-25,Delhi,15.6,50,10.6,3.2
2020-01-26,Delhi,14.4,58,0.0,1.5
2020-01-27,Delhi,13.4,43,0.0,4.0
2020-01-28,Delhi,19.1,60,0.0,2.8
2020-01-29,Delhi,14.2,48,0.0,3.6
2020-01-30,Delhi,15.7,54,0.0,4.2
2020-01-31,Delhi,16.6,57,0.0,2.9
2020-02-01,Delhi,16.2,52,0.0,2.0
2020-02-02,Delhi,15.7,52,0.0,4.0
2020-02-03,Delhi,15.5,50,0.0,1.8
2020-02-04,Delhi,16.6,59,0.0,3.9
2020-02-05,Delhi,15.5,63,0.0,1.1
2020-02-06,Delhi,19.1,43,0.0,3.0
2020-02-07,Delhi,15.3,55,0.0,2.1
2020-02-08,Delhi,13.1,49,0.0,3.1
2020-02-09,Delhi,18.9,57,0.0,1.6
2020-02-10,Delhi,15.0,48,0.0,2.3
2020-02-11,Delhi,15.6,45,0.0,3.8
2020-02-12,Delhi,20.3,45,0.0,1.9
2020-02-13,Delhi,15.9,56,0.0,3.1
2020-02-14,Delhi,17.5,60,14.8,3.7
2020-02-15,Delhi,21.6,55,0.0,3.6
2020-02-16,Delhi,17.6,59,0.0,2.6
2020-02-17,Delhi,19.9,44,0.0,2.9
2020-02-18,Delhi,17.3,45,0.0,4.5
2020-02-19,Delhi,16.5,52,0.0,3.3
2020-02-20,Delhi,14.0,57,0.0,2.8
2020-02-21,Delhi,16.4,46,0.0,3.2
2020-02-22,Delhi,18.2,54,0.0,1.9
2020-02-23,Delhi,18.1,45,0.0,4.4
2020-02-24,Delhi,15.7,47,0.0,2.1
2020-02-25,Delhi,15.5,54,0.0,2.5
2020-02-26,Delhi,18.6,52,34.5,2.2
2020-02-27,Delhi,17.3,42,0.0,3.5
2020-02-28,Delhi,19.5,62,0.0,2.9
2020-02-29,Delhi,14.5,55,0.0,1.6
2020-03-01,Delhi,17.2,43,0.0,3.0
2020-03-02,Delhi,19.7,54,0.0,2.7
2020-03-03,Delhi,19.4,50,0.0,1.7
2020-03-04,Delhi,20.3,59,0.0,2.6
2020-03-05,Delhi,19.2,55,0.0,3.4
2020-03-06,Delhi,20.0,51,0.0,2.6
2020-03-07,Delhi,21.7,52,0.0,1.9
2020-03-08,Delhi,18.2,51,0.0,1.3
2020-03-09,Delhi,17.4,50,0.0,2.2
2020-03-10,Delhi,22.3,52,0.0,1.4
2020-03-11,Delhi,22.5,54,0.0,2.8
2020-03-12,Delhi,21.8,46,0.0,2.8
2020-03-13,Delhi,21.0,52,0.0,3.5
2020-03-14,Delhi,16.9,49,0.0,4.2
2020-03-15,Delhi,19.0,45,0.0,3.3
2020-03-16,Delhi,18.4,51,0.0,4.1
2020-03-17,Delhi,24.1,41,7.7,3.1
2020-03-18,Delhi,21.1,56,0.0,3.9
2020-03-19,Delhi,22.7,49,0.0,5.1
2020-03-20,Delhi,18.9,42,0.0,1.6
2020-03-21,Delhi,19.8,42,0.0,3.4
2020-03-22,Delhi,23.6,42,0.0,2.6
2020-03-23,Delhi,18.6,55,0.0,4.2
2020-03-24,Delhi,24.9,45,0.0,2.4
2020-03-25,Delhi,25.7,49,0.0,2.0
2020-03-26,Delhi,27.3,55,0.0,5.0
2020-03-27,Delhi,23.4,42,0.0,5.5
2020-03-28,Delhi,20.3,47,0.0,2.9
2020-03-29,Delhi,23.9,57,0.0,5.5
2020-03-30,Delhi,25.2,48,0.0,2.6
2020-03-31,Delhi,24.5,48,0.0,1.7
2020-04-01,Delhi,24.4,36,0.0,4.4
2020-04-02,Delhi,24.0,45,0.0,0.5
2020-04-03,Delhi,26.2,50,0.0,1.9
2020-04-04,Delhi,22.1,49,0.0,1.8
2020-04-05,Delhi,20.7,56,0.0,3.4
2020-04-06,Delhi,24.4,37,0.0,4.6
2020-04-07,Delhi,23.1,45,0.0,2.9
2020-04-08,Delhi,27.2,45,0.0,3.6
2020-04-09,Delhi,28.0,43,0.0,5.0
2020-04-10,Delhi,25.7,58,0.0,1.5
2020-04-11,Delhi,25.0,46,0.0,3.1
2020-04-12,Delhi,25.0,48,0.0,1.3
2020-04-13,Delhi,26.6,44,0.0,1.8
2020-04-14,Delhi,23.6,36,0.0,3.8
2020-04-15,Delhi,24.2,42,15.3,3.0
2020-04-16,Delhi,28.3,50,0.0,3.1
2020-04-17,Delhi,26.9,43,0.0,2.2
2020-04-18,Delhi,27.8,52,0.0,4.3
2020-04-19,Delhi,28.0,50,0.0,4.2
2020-04-20,Delhi,28.9,51,0.0,4.7
2020-04-21,Delhi,29.6,51,0.0,4.1
2020-04-22,Delhi,29.2,36,0.0,4.0
2020-04-23,Delhi,28.3,47,0.0,1.4
2020-04-24,Delhi,27.0,45,0.7,2.9
2020-04-25,Delhi,29.5,43,0.0,2.3
2020-04-26,Delhi,26.6,45,0.0,4.3
2020-04-27,Delhi,31.2,40,0.0,3.7
2020-04-28,Delhi,30.3,38,0.0,3.4
2020-04-29,Delhi,30.5,48,0.0,3.6
2020-04-30,Delhi,28.0,44,0.0,3.8
2020-05-01,Delhi,29.2,47,0.0,3.8
2020-05-02,Delhi,28.7,38,0.0,2.1
2020-05-03,Delhi,31.1,38,0.0,2.8
2020-05-04,Delhi,29.7,33,0.0,3.1
2020-05-05,Delhi,29.7,38,0.0,4.2
2020-05-06,Delhi,26.7,47,0.0,2.3
2020-05-07,Delhi,31.6,38,0.0,2.5
2020-05-08,Delhi,35.2,37,0.0,3.0
2020-05-09,Delhi,31.3,41,0.0,2.8
2020-05-10,Delhi,28.0,28,0.0,6.1
2020-05-11,Delhi,27.0,39,0.0,2.4
2020-05-12,Delhi,34.5,46,0.0,3.0
2020-05-13,Delhi,32.9,34,0.0,2.7
2020-05-14,Delhi,34.8,42,0.0,4.0
2020-05-15,Delhi,29.9,38,0.9,2.6
2020-05-16,Delhi,30.9,43,9.4,2.2
2020-05-17,Delhi,31.8,38,0.0,4.7
2020-05-18,Delhi,32.9,41,0.0,3.8
2020-05-19,Delhi,33.3,31,0.0,3.3
2020-05-20,Delhi,31.9,31,0.0,4.2
2020-05-21,Delhi,33.2,49,0.0,3.5
2020-05-22,Delhi,32.4,37,0.0,2.0
2020-05-23,Delhi,31.7,32,0.0,1.9
2020-05-24,Delhi,34.4,31,0.0,3.6
2020-05-25,Delhi,33.7,37,0.0,4.6
2020-05-26,Delhi,33.0,37,0.0,2.1
2020-05-27,Delhi,30.5,36,0.0,5.1
2020-05-28,Delhi,30.7,33,0.0,3.7
2020-05-29,Delhi,34.1,35,0.0,3.4
2020-05-30,Delhi,31.2,34,0.0,6.3
2020-05-31,Delhi,29.7,27,8.2,3.5
2020-06-01,Delhi,32.5,34,0.0,5.3
2020-06-02,Delhi,31.8,31,0.0,4.1
2020-06-03,Delhi,33.1,32,0.0,5.7
2020-06-04,Delhi,36.6,36,0.0,3.5
2020-06-05,Delhi,35.3,38,4.9,5.9
2020-06-06,Delhi,31.4,37,0.0,6.8
2020-06-07,Delhi,34.5,32,0.0,6.5
2020-06-08,Delhi,33.0,44,0.0,5.6
2020-06-09,Delhi,33.8,31,0.0,4.9
2020-06-10,Delhi,32.4,35,0.0,5.6
2020-06-11,Delhi,34.0,37,0.0,4.9
2020-06-12,Delhi,32.9,31,0.0,3.4
2020-06-13,Delhi,28.3,40,0.0,6.0
2020-06-14,Delhi,35.3,37,22.2,7.8
2020-06-15,Delhi,35.4,40,0.0,6.0
2020-06-16,Delhi,32.3,34,0.0,7.8
2020-06-17,Delhi,30.8,27,0.0,6.8
2020-06-18,Delhi,34.2,39,0.0,4.7
2020-06-19,Delhi,34.7,31,5.3,4.9
