date,latitude,longitude,temperature,humidity,rainfall,wind_speed,pressure
1981-01-02,23.0,68.0,22.64,77.72,0.0,3.78,1014.6
1981-01-02,23.0,73.0,20.43,43.17,0.0,1.54,1003.8
1981-01-02,23.0,78.0,19.11,48.69,0.0,1.03,971.6
1981-01-02,23.0,83.0,14.83,60.38,0.0,1.44,943.3
1981-01-02,23.0,88.0,17.08,60.23,0.0,1.87,1012.5
1981-01-02,23.0,93.0,14.45,49.14,0.01,0.3,905.5
1981-01-02,28.0,68.0,19.13,35.0,0.0,1.34,1004.4
1981-01-02,28.0,73.0,17.8,43.21,0.0,2.28,986.3
1981-01-02,28.0,78.0,15.76,50.0,0.0,1.3,992.6
1981-01-02,28.0,83.0,12.09,47.75,0.0,1.16,886.0
1981-01-02,28.0,88.0,-9.19,50.18,0.08,1.7,564.6
1981-01-02,28.0,93.0,2.37,75.83,0.72,1.17,722.2
1981-01-02,33.0,73.0,12.59,55.26,0.43,1.56,961.6
1981-01-02,33.0,78.0,-17.94,55.44,0.03,2.28,538.1
1981-01-02,33.0,83.0,-13.12,36.61,0.0,2.13,564.6
1981-01-02,33.0,88.0,-17.33,63.53,0.0,2.2,551.0
1981-01-02,33.0,93.0,-15.66,60.36,0.04,3.26,556.0
1981-01-03,8.0,73.0,26.09,82.98,3.73,1.95,1010.7
1981-01-03,8.0,78.0,26.52,79.63,13.8,7.05,1011.1
1981-01-03,8.0,83.0,25.92,85.27,0.67,5.23,1011.3
1981-01-03,13.0,73.0,27.56,74.03,0.51,4.61,1011.2
1981-01-03,13.0,78.0,20.93,72.36,0.67,2.48,924.2
1981-01-03,13.0,83.0,25.4,74.03,0.0,5.9,1013.1
1981-01-03,18.0,73.0,24.01,60.03,0.0,2.91,999.9
1981-01-03,18.0,78.0,22.42,48.48,0.01,1.76,954.8
1981-01-03,18.0,83.0,21.77,73.35,0.36,0.89,980.4
1981-01-03,23.0,68.0,23.3,81.59,0.0,4.58,1014.0
1981-01-03,23.0,73.0,20.94,44.47,0.0,1.61,1003.5
1981-01-03,23.0,78.0,18.49,54.59,1.07,1.69,970.5
1981-01-03,23.0,83.0,15.83,55.29,0.0,1.34,942.5
1981-01-03,23.0,88.0,17.28,55.52,0.0,1.77,1012.3
1981-01-03,23.0,93.0,14.05,53.03,0.0,0.31,905.5
1981-01-03,28.0,68.0,17.21,31.38,0.0,2.34,1004.9
1981-01-03,28.0,73.0,16.77,48.48,0.0,2.86,985.2
1981-01-03,28.0,78.0,17.98,45.83,0.3,1.38,991.1
1981-01-03,28.0,83.0,12.33,49.87,0.04,1.22,885.6
1981-01-03,28.0,88.0,-11.53,73.63,0.0,2.49,563.2
1981-01-03,28.0,93.0,1.17,88.15,0.09,0.98,721.5
1981-01-03,33.0,73.0,10.65,84.17,12.51,2.31,962.3
1981-01-03,33.0,78.0,-19.35,89.15,1.94,2.39,534.2
1981-01-03,33.0,83.0,-13.43,57.05,0.02,2.63,561.1
1981-01-03,33.0,88.0,-15.95,58.23,0.0,2.28,548.1
1981-01-03,33.0,93.0,-15.88,52.45,0.0,2.63,554.4
1981-01-04,8.0,73.0,26.2,79.46,2.36,1.36,1011.4
1981-01-04,8.0,78.0,26.42,78.53,3.96,6.27,1011.8
1981-01-04,8.0,83.0,26.57,77.71,1.55,5.36,1011.8
1981-01-04,13.0,73.0,27.63,71.9,0.22,4.44,1011.6
1981-01-04,13.0,78.0,20.41,68.22,0.0,2.09,924.5
1981-01-04,13.0,83.0,25.3,71.45,0.0,4.34,1013.5
1981-01-04,18.0,73.0,23.28,56.04,0.0,2.77,1000.3
1981-01-04,18.0,78.0,22.71,48.45,0.0,1.62,955.0
1981-01-04,18.0,83.0,22.01,71.69,0.0,1.11,980.3
1981-01-04,23.0,68.0,23.26,84.01,0.0,4.38,1013.2
1981-01-04,23.0,73.0,21.71,51.57,0.0,1.44,1003.0
1981-01-04,23.0,78.0,18.22,59.02,0.0,1.59,970.1
1981-01-04,23.0,83.0,17.07,54.36,0.0,1.37,942.0
1981-01-04,23.0,88.0,18.69,57.08,0.0,1.56,1011.9
1981-01-04,23.0,93.0,12.99,55.92,0.0,0.19,906.0
1981-01-04,28.0,68.0,16.88,40.66,0.18,1.98,1003.3
1981-01-04,28.0,73.0,16.56,49.63,0.05,1.86,985.4
1981-01-04,28.0,78.0,17.48,55.36,7.25,1.48,991.0
1981-01-04,28.0,83.0,11.3,54.56,0.04,1.46,884.9
1981-01-04,28.0,88.0,-12.95,70.74,0.41,1.61,561.1
1981-01-04,28.0,93.0,-0.16,90.05,0.4,0.94,719.7
1981-01-04,33.0,73.0,9.16,91.29,6.94,1.26,962.4
1981-01-04,33.0,78.0,-19.95,84.42,0.4,2.58,533.6
1981-01-04,33.0,83.0,-13.85,61.91,0.0,3.57,559.7
1981-01-04,33.0,88.0,-17.39,80.42,0.0,3.09,545.8
1981-01-04,33.0,93.0,-14.43,66.84,0.0,1.77,551.3
1981-01-05,8.0,73.0,26.25,78.25,0.84,1.51,1012.2
1981-01-05,8.0,78.0,26.28,77.45,0.07,5.47,1012.6
1981-01-05,8.0,83.0,26.28,78.81,1.45,5.64,1012.4
1981-01-05,13.0,73.0,27.35,72.14,0.03,4.21,1012.7
1981-01-05,13.0,78.0,20.06,66.41,0.0,1.55,924.9
1981-01-05,13.0,83.0,25.46,67.06,0.0,3.88,1013.8
1981-01-05,18.0,73.0,23.1,65.76,0.0,2.79,1001.2
1981-01-05,18.0,78.0,22.92,44.96,0.0,1.96,955.0
1981-01-05,18.0,83.0,22.06,71.66,0.0,1.69,979.9
1981-01-05,23.0,68.0,23.08,88.01,0.0,3.61,1014.0
1981-01-05,23.0,73.0,21.46,62.75,0.0,1.67,1003.5
1981-01-05,23.0,78.0,18.99,66.49,0.0,1.97,970.1
1981-01-05,23.0,83.0,17.2,61.17,0.0,1.62,941.1
1981-01-05,23.0,88.0,20.95,56.39,0.04,1.06,1010.9
1981-01-05,23.0,93.0,13.63,57.72,0.12,0.22,906.3
1981-01-05,28.0,68.0,16.27,50.27,0.08,1.35,1007.5
1981-01-05,28.0,73.0,14.7,57.68,0.18,2.29,987.2
1981-01-05,28.0,78.0,16.54,58.68,0.33,1.1,990.6
1981-01-05,28.0,83.0,10.98,60.91,1.88,1.26,885.0
1981-01-05,28.0,88.0,-12.83,67.38,0.08,2.18,560.8
1981-01-05,28.0,93.0,-0.66,89.24,2.09,1.02,719.6
1981-01-05,33.0,73.0,10.81,77.19,0.58,1.24,963.3
1981-01-05,33.0,78.0,-19.7,80.4,0.17,3.37,532.7
1981-01-05,33.0,83.0,-13.97,60.75,0.08,4.16,558.3
1981-01-05,33.0,88.0,-18.04,81.93,0.0,3.0,544.9
1981-01-05,33.0,93.0,-16.34,74.52,0.0,3.67,551.3
1981-01-06,8.0,73.0,26.89,79.59,0.05,3.88,1012.1
1981-01-06,8.0,78.0,25.97,72.04,0.26,5.59,1012.7
1981-01-06,8.0,83.0,26.16,77.77,2.04,4.62,1012.5
1981-01-06,13.0,73.0,27.13,72.94,0.0,4.85,1012.5
1981-01-06,13.0,78.0,20.43,62.87,0.0,1.38,924.5
1981-01-06,13.0,83.0,25.46,65.22,0.0,2.81,1013.3
1981-01-06,18.0,73.0,22.97,75.1,0.0,3.12,1001.2
1981-01-06,18.0,78.0,22.91,34.82,0.0,1.65,954.9
1981-01-06,18.0,83.0,22.77,64.14,0.0,1.53,978.8
1981-01-06,23.0,68.0,22.47,74.11,0.0,4.54,1015.2
1981-01-06,23.0,73.0,20.52,52.9,0.0,2.5,1003.6
1981-01-06,23.0,78.0,19.13,65.46,6.2,1.47,969.4
1981-01-06,23.0,83.0,16.61,65.42,0.32,1.6,940.7
1981-01-06,23.0,88.0,21.51,65.85,2.79,1.05,1009.5
1981-01-06,23.0,93.0,13.76,76.97,0.85,0.31,905.6
1981-01-06,28.0,68.0,16.75,37.09,0.07,1.82,1008.2
1981-01-06,28.0,73.0,13.69,57.72,0.5,1.59,988.0
1981-01-06,28.0,78.0,13.71,63.25,6.82,1.85,991.1
1981-01-06,28.0,83.0,10.41,63.27,2.21,1.28,884.2
1981-01-06,28.0,88.0,-13.29,75.6,0.03,2.78,559.7
1981-01-06,28.0,93.0,-1.38,90.19,0.76,0.96,718.3
1981-01-06,33.0,73.0,9.17,64.49,5.48,2.06,962.3
1981-01-06,33.0,78.0,-23.04,71.21,2.28,1.31,531.0
1981-01-06,33.0,83.0,-17.11,52.53,0.0,1.83,557.6
1981-01-06,33.0,88.0,-18.76,76.2,0.03,2.38,543.9
1981-01-06,33.0,93.0,-16.85,76.26,0.02,3.61,549.7
1981-01-07,8.0,73.0,26.56,77.7,0.0,2.34,1012.1
1981-01-07,8.0,78.0,25.93,71.72,0.0,4.01,1012.0
1981-01-07,8.0,83.0,25.62,74.22,0.0,2.9,1012.1
1981-01-07,13.0,73.0,26.97,76.35,0.0,4.57,1012.5
1981-01-07,13.0,78.0,20.77,60.34,0.0,1.46,923.6
1981-01-07,13.0,83.0,25.58,67.76,0.0,2.48,1012.5
1981-01-07,18.0,73.0,22.45,71.35,0.0,2.96,1000.7
1981-01-07,18.0,78.0,22.04,39.44,0.0,2.41,954.4
1981-01-07,18.0,83.0,22.84,64.8,0.04,2.04,977.9
1981-01-07,23.0,68.0,21.77,50.79,0.03,2.74,1015.9
1981-01-07,23.0,73.0,17.46,45.89,0.34,1.88,1005.1
1981-01-07,23.0,78.0,15.6,64.97,0.24,1.69,970.9
1981-01-07,23.0,83.0,14.64,73.17,4.68,1.94,941.1
1981-01-07,23.0,88.0,18.9,73.04,4.12,1.84,1009.8
1981-01-07,23.0,93.0,14.28,75.31,2.31,0.26,904.9
1981-01-07,28.0,68.0,14.58,22.95,0.0,1.34,1008.0
1981-01-07,28.0,73.0,14.11,40.85,0.0,1.34,988.3
1981-01-07,28.0,78.0,12.62,56.51,0.0,1.84,992.5
1981-01-07,28.0,83.0,8.75,72.27,2.7,0.99,884.2
1981-01-07,28.0,88.0,-14.0,85.33,0.23,3.54,558.3
1981-01-07,28.0,93.0,-0.98,90.2,4.48,1.12,717.8
1981-01-07,33.0,73.0,9.47,49.29,0.0,1.41,963.0
1981-01-07,33.0,78.0,-24.34,69.89,3.42,1.84,531.4
1981-01-07,33.0,83.0,-17.4,46.83,0.02,1.58,557.0
1981-01-07,33.0,88.0,-18.24,79.47,0.06,2.13,542.7
1981-01-07,33.0,93.0,-16.9,80.25,0.1,1.58,549.2
1981-01-08,8.0,73.0,27.05,77.44,0.0,4.15,1012.6
1981-01-08,8.0,78.0,26.07,69.48,0.0,2.03,1012.4
1981-01-08,8.0,83.0,25.82,71.98,0.0,3.63,1012.5
1981-01-08,13.0,73.0,26.64,70.23,0.0,6.27,1013.0
1981-01-08,13.0,78.0,21.36,55.09,0.0,1.25,923.4
1981-01-08,13.0,83.0,25.64,70.1,0.0,2.96,1012.8
1981-01-08,18.0,73.0,20.59,54.91,0.0,2.8,1001.3
1981-01-08,18.0,78.0,20.43,34.26,0.0,1.7,954.5
1981-01-08,18.0,83.0,21.22,69.58,0.34,2.14,979.7
1981-01-08,23.0,68.0,21.99,54.55,0.0,1.71,1015.2
1981-01-08,23.0,73.0,16.28,37.43,0.0,2.13,1005.6
1981-01-08,23.0,78.0,13.33,56.32,0.88,1.36,972.9
1981-01-08,23.0,83.0,11.44,62.05,0.18,1.48,943.5
1981-01-08,23.0,88.0,16.79,69.44,1.88,1.62,1013.0
1981-01-08,23.0,93.0,14.14,82.7,1.88,0.13,905.6
1981-01-08,28.0,68.0,13.9,22.58,0.0,1.57,1009.0
1981-01-08,28.0,73.0,13.4,33.22,0.0,1.8,989.4
1981-01-08,28.0,78.0,12.09,50.44,0.01,2.1,993.9
1981-01-08,28.0,83.0,8.76,59.16,1.01,1.19,885.3
1981-01-08,28.0,88.0,-14.67,76.55,1.52,2.33,559.7
1981-01-08,28.0,93.0,-1.22,87.16,0.54,0.97,718.6
1981-01-08,33.0,73.0,8.85,47.76,0.0,2.11,964.5
1981-01-08,33.0,78.0,-25.43,71.24,0.0,1.53,532.6
1981-01-08,33.0,83.0,-19.07,42.45,0.0,2.28,558.4
1981-01-08,33.0,88.0,-20.22,75.02,0.0,2.55,544.5
1981-01-08,33.0,93.0,-16.9,69.58,0.03,3.15,550.4
1981-01-09,8.0,73.0,26.61,71.19,0.0,4.11,1012.1
1981-01-09,8.0,78.0,26.11,70.43,0.0,1.89,1011.9
1981-01-09,8.0,83.0,26.24,71.15,0.0,4.35,1012.4
1981-01-09,13.0,73.0,26.37,62.57,0.0,4.59,1012.3
1981-01-09,13.0,78.0,19.98,73.88,3.78,2.45,923.4
1981-01-09,13.0,83.0,25.57,76.86,2.29,4.81,1013.4
1981-01-09,18.0,73.0,21.21,51.68,0.0,2.26,1000.3
1981-01-09,18.0,78.0,19.79,48.2,0.0,3.6,955.7
1981-01-09,18.0,83.0,19.97,80.23,6.13,2.93,981.7
1981-01-09,23.0,68.0,21.9,47.17,0.0,2.7,1016.6
1981-01-09,23.0,73.0,15.61,32.7,0.0,2.52,1006.7
1981-01-09,23.0,78.0,12.25,52.21,0.0,2.08,974.6
1981-01-09,23.0,83.0,10.96,57.25,0.0,1.39,945.3
1981-01-09,23.0,88.0,15.02,59.33,0.0,2.05,1015.8
1981-01-09,23.0,93.0,13.54,63.35,0.0,0.23,907.3
1981-01-09,28.0,68.0,14.49,20.89,0.0,1.17,1010.9
1981-01-09,28.0,73.0,13.23,28.58,0.0,1.62,991.3
1981-01-09,28.0,78.0,12.37,37.14,0.0,1.36,996.8
1981-01-09,28.0,83.0,8.82,55.26,0.0,1.15,888.3
1981-01-09,28.0,88.0,-14.05,49.8,0.02,1.58,561.8
1981-01-09,28.0,93.0,-1.68,82.51,0.16,1.12,721.8
1981-01-09,33.0,73.0,9.74,43.16,0.77,1.31,966.7
1981-01-09,33.0,78.0,-23.38,64.36,0.0,1.0,535.0
1981-01-09,33.0,83.0,-17.62,33.62,0.0,1.57,561.6
1981-01-09,33.0,88.0,-20.51,54.28,0.0,1.83,548.1
1981-01-09,33.0,93.0,-18.57,61.06,0.0,2.97,553.6
1981-01-10,8.0,73.0,26.22,66.22,0.0,2.88,1012.9
1981-01-10,8.0,78.0,26.06,73.29,0.0,4.27,1013.1
1981-01-10,8.0,83.0,26.44,70.34,0.19,5.38,1013.2
1981-01-10,13.0,73.0,25.72,54.45,0.0,2.28,1013.1
1981-01-10,13.0,78.0,20.49,75.29,1.56,3.0,924.5
1981-01-10,13.0,83.0,25.17,79.79,6.34,4.8,1014.4
1981-01-10,18.0,73.0,22.39,60.33,0.0,2.69,1000.5
1981-01-10,18.0,78.0,17.51,74.3,0.19,4.07,957.2
1981-01-10,18.0,83.0,19.89,76.49,1.24,2.82,982.9
1981-01-10,23.0,68.0,21.95,44.73,0.0,4.75,1017.9
1981-01-10,23.0,73.0,15.78,33.16,0.0,2.46,1007.1
1981-01-10,23.0,78.0,12.77,56.33,1.17,1.77,975.0
1981-01-10,23.0,83.0,11.91,53.44,0.0,1.12,945.8
1981-01-10,23.0,88.0,15.05,61.24,0.0,2.02,1016.6
1981-01-10,23.0,93.0,14.76,58.39,0.0,0.37,908.4
1981-01-10,28.0,68.0,13.58,24.55,0.0,1.52,1013.3
1981-01-10,28.0,73.0,12.68,31.79,0.0,1.98,992.9
1981-01-10,28.0,78.0,13.49,32.97,0.0,0.77,997.9
1981-01-10,28.0,83.0,9.42,52.77,0.0,1.12,889.9
1981-01-10,28.0,88.0,-13.43,50.93,0.0,2.24,564.6
1981-01-10,28.0,93.0,-0.8,69.4,0.0,1.22,724.4
1981-01-10,33.0,73.0,10.03,47.63,2.82,1.11,968.2
1981-01-10,33.0,78.0,-25.01,79.0,0.0,2.16,535.6
1981-01-10,33.0,83.0,-17.15,40.55,0.0,2.41,562.4
1981-01-10,33.0,88.0,-19.03,58.56,0.0,2.3,549.8
1981-01-10,33.0,93.0,-18.74,59.15,0.0,2.3,556.9
1981-01-11,8.0,73.0,26.74,52.35,0.0,1.66,1013.4
1981-01-11,8.0,78.0,25.93,71.45,0.0,4.09,1013.6
1981-01-11,8.0,83.0,26.24,79.06,0.02,4.77,1013.2
1981-01-11,13.0,73.0,26.44,50.98,0.11,1.98,1013.7
1981-01-11,13.0,78.0,20.76,73.28,0.0,2.52,925.0
1981-01-11,13.0,83.0,25.42,78.12,1.26,4.91,1014.6
1981-01-11,18.0,73.0,23.3,58.62,0.31,1.53,1002.1
1981-01-11,18.0,78.0,15.36,82.07,6.23,3.25,957.8
1981-01-11,18.0,83.0,19.71,82.43,9.07,3.24,982.7
1981-01-11,23.0,68.0,21.11,48.71,0.0,6.66,1020.0
1981-01-11,23.0,73.0,15.38,32.96,0.0,3.05,1008.7
1981-01-11,23.0,78.0,13.84,63.23,3.4,1.28,975.5
1981-01-11,23.0,83.0,10.72,79.66,6.62,1.67,946.7
1981-01-11,23.0,88.0,16.2,63.68,0.0,2.03,1016.5
1981-01-11,23.0,93.0,15.45,59.71,0.0,0.36,909.5
1981-01-11,28.0,68.0,13.15,23.01,0.0,1.03,1015.3
1981-01-11,28.0,73.0,11.51,37.06,0.0,1.93,994.6
1981-01-11,28.0,78.0,13.29,39.88,0.0,0.89,998.2
1981-01-11,28.0,83.0,8.79,53.38,0.0,1.3,890.6
1981-01-11,28.0,88.0,-13.14,58.2,0.02,2.04,565.6
1981-01-11,28.0,93.0,0.04,61.05,0.0,1.16,725.9
1981-01-11,33.0,73.0,8.34,47.63,0.0,1.57,970.1
1981-01-11,33.0,78.0,-25.3,76.74,0.03,1.25,536.1
1981-01-11,33.0,83.0,-17.25,46.94,0.0,2.32,563.1
1981-01-11,33.0,88.0,-18.04,55.06,0.0,2.72,549.6
1981-01-11,33.0,93.0,-16.83,65.51,0.0,3.6,556.4
1981-01-12,8.0,73.0,26.53,55.59,0.0,2.17,1014.5
1981-01-12,8.0,78.0,26.31,67.05,0.0,3.77,1014.2
1981-01-12,8.0,83.0,26.28,82.12,0.08,4.77,1013.8
1981-01-12,13.0,73.0,26.54,51.12,0.0,1.35,1014.8
1981-01-12,13.0,78.0,20.59,73.15,0.06,2.2,926.1
1981-01-12,13.0,83.0,25.37,79.1,0.44,3.79,1015.3
1981-01-12,18.0,73.0,23.02,65.02,0.0,2.64,1003.3
1981-01-12,18.0,78.0,17.13,73.82,1.33,1.92,959.6
1981-01-12,18.0,83.0,19.06,82.39,2.52,3.15,984.0
1981-01-12,23.0,68.0,20.06,49.33,0.0,7.54,1022.0
1981-01-12,23.0,73.0,14.43,31.93,0.0,3.02,1010.7
1981-01-12,23.0,78.0,12.5,61.49,0.03,1.5,977.5
1981-01-12,23.0,83.0,12.77,82.24,7.81,0.78,947.6
1981-01-12,23.0,88.0,16.43,73.07,2.14,2.74,1018.4
1981-01-12,23.0,93.0,16.45,55.3,0.08,0.43,910.5
1981-01-12,28.0,68.0,12.63,26.06,0.07,1.21,1017.5
1981-01-12,28.0,73.0,10.9,44.94,0.0,1.99,996.6
1981-01-12,28.0,78.0,12.29,52.42,0.13,1.44,999.7
1981-01-12,28.0,83.0,7.78,64.74,3.39,1.19,891.5
1981-01-12,28.0,88.0,-11.74,86.38,0.01,2.58,565.0
1981-01-12,28.0,93.0,0.49,65.94,0.0,1.0,726.1
1981-01-12,33.0,73.0,7.18,39.34,0.0,2.08,971.2
1981-01-12,33.0,78.0,-24.18,66.53,0.0,1.37,538.7
1981-01-12,33.0,83.0,-17.07,41.43,0.0,1.2,564.9
1981-01-12,33.0,88.0,-18.07,62.55,0.0,2.37,550.7
1981-01-12,33.0,93.0,-15.64,74.29,0.01,3.43,557.0
1981-01-13,8.0,73.0,26.13,63.15,0.0,2.67,1013.7
1981-01-13,8.0,78.0,26.02,78.15,0.0,5.77,1013.7
1981-01-13,8.0,83.0,25.98,83.97,0.04,5.12,1013.3
1981-01-13,13.0,73.0,26.28,66.44,0.0,2.48,1014.1
1981-01-13,13.0,78.0,20.03,75.53,0.35,2.72,926.2
1981-01-13,13.0,83.0,24.85,84.42,2.35,5.65,1015.1
1981-01-13,18.0,73.0,23.5,66.55,0.0,2.33,1002.9
1981-01-13,18.0,78.0,17.93,54.63,0.0,2.81,959.5
1981-01-13,18.0,83.0,19.95,71.83,0.34,2.33,983.8
1981-01-13,23.0,68.0,20.77,46.11,0.0,6.15,1020.4
1981-01-13,23.0,73.0,15.0,29.48,0.0,3.12,1010.0
1981-01-13,23.0,78.0,11.32,58.6,0.01,1.86,977.9
1981-01-13,23.0,83.0,10.84,73.06,0.81,1.92,947.5
1981-01-13,23.0,88.0,16.46,80.21,2.82,1.72,1017.5
1981-01-13,23.0,93.0,16.32,61.26,0.68,0.28,909.4
1981-01-13,28.0,68.0,14.42,26.19,0.0,1.08,1016.0
1981-01-13,28.0,73.0,12.54,37.81,0.0,1.56,996.0
1981-01-13,28.0,78.0,12.04,45.78,0.04,1.49,999.8
1981-01-13,28.0,83.0,8.08,70.92,10.13,1.14,890.1
1981-01-13,28.0,88.0,-13.8,72.96,0.01,1.75,564.0
1981-01-13,28.0,93.0,0.51,75.28,0.01,0.98,725.0
1981-01-13,33.0,73.0,8.57,42.2,0.0,2.14,969.9
1981-01-13,33.0,78.0,-20.19,43.82,0.0,1.02,540.5
1981-01-13,33.0,83.0,-16.98,31.67,0.01,1.35,566.4
1981-01-13,33.0,88.0,-17.4,59.79,0.0,1.35,551.9
1981-01-13,33.0,93.0,-15.98,77.05,0.0,1.82,557.9
1981-01-14,8.0,73.0,26.03,66.79,0.0,1.59,1012.7
1981-01-14,8.0,78.0,25.8,80.81,0.16,6.03,1013.0
1981-01-14,8.0,83.0,26.04,83.24,0.05,5.5,1012.6
1981-01-14,13.0,73.0,26.58,72.66,0.15,2.5,1012.8
1981-01-14,13.0,78.0,20.54,75.38,0.62,3.1,925.8
1981-01-14,13.0,83.0,24.87,87.02,7.32,6.23,1014.5
1981-01-14,18.0,73.0,23.33,58.36,0.0,3.2,1001.9
1981-01-14,18.0,78.0,17.46,46.27,0.0,2.17,958.7
1981-01-14,18.0,83.0,20.15,70.32,0.08,2.19,983.3
1981-01-14,23.0,68.0,21.19,42.44,0.0,3.96,1018.0
1981-01-14,23.0,73.0,16.47,31.62,0.0,2.8,1007.9
1981-01-14,23.0,78.0,12.12,60.07,0.0,1.85,976.4
1981-01-14,23.0,83.0,11.14,63.64,0.01,1.48,946.7
1981-01-14,23.0,88.0,16.91,69.34,0.75,1.84,1016.4
1981-01-14,23.0,93.0,15.57,62.65,0.22,0.4,908.6
1981-01-14,28.0,68.0,16.03,24.81,0.0,0.85,1013.2
1981-01-14,28.0,73.0,13.68,28.82,0.42,1.66,993.7
1981-01-14,28.0,78.0,11.2,37.39,0.03,2.0,998.0
1981-01-14,28.0,83.0,10.99,47.58,0.0,1.33,888.8
1981-01-14,28.0,88.0,-12.92,58.55,0.0,1.81,565.8
1981-01-14,28.0,93.0,0.32,76.16,0.02,0.85,724.1
1981-01-14,33.0,73.0,9.82,48.15,0.0,1.41,968.0
1981-01-14,33.0,78.0,-18.13,78.8,0.0,1.28,540.8
1981-01-14,33.0,83.0,-15.87,28.9,0.51,1.56,567.6
1981-01-14,33.0,88.0,-18.41,47.39,0.0,1.2,553.9
1981-01-14,33.0,93.0,-16.89,51.21,0.0,1.37,559.4
1981-01-15,8.0,73.0,26.3,71.41,0.0,2.01,1013.1
1981-01-15,8.0,78.0,26.31,83.12,1.47,6.41,1013.1
1981-01-15,8.0,83.0,26.81,77.18,0.04,6.27,1013.2
1981-01-15,13.0,73.0,26.96,71.75,0.12,2.15,1013.3
1981-01-15,13.0,78.0,20.35,81.08,10.35,3.51,926.3
1981-01-15,13.0,83.0,25.04,84.76,2.32,6.76,1015.2
1981-01-15,18.0,73.0,23.73,57.78,0.04,3.02,1002.0
1981-01-15,18.0,78.0,18.72,42.08,0.0,1.8,959.0
1981-01-15,18.0,83.0,19.76,64.4,0.0,2.11,983.9
1981-01-15,23.0,68.0,21.33,49.71,0.0,3.96,1017.3
1981-01-15,23.0,73.0,18.7,33.37,0.0,2.52,1007.2
1981-01-15,23.0,78.0,13.91,55.73,0.0,1.61,976.4
1981-01-15,23.0,83.0,12.84,65.84,0.0,1.32,947.2
1981-01-15,23.0,88.0,17.22,61.96,0.0,2.26,1016.8
1981-01-15,23.0,93.0,15.87,54.31,0.01,0.38,909.1
1981-01-15,28.0,68.0,15.94,24.63,0.0,1.49,1012.3
1981-01-15,28.0,73.0,14.56,35.49,0.0,2.54,993.2
1981-01-15,28.0,78.0,13.74,35.07,0.0,1.08,998.4
1981-01-15,28.0,83.0,11.77,38.8,0.0,1.1,890.4
1981-01-15,28.0,88.0,-12.18,46.42,0.0,1.72,569.0
1981-01-15,28.0,93.0,1.8,53.78,0.0,1.11,726.0
1981-01-15,33.0,73.0,11.29,59.39,0.0,1.53,968.2
1981-01-15,33.0,78.0,-18.3,90.99,0.0,2.28,541.7
1981-01-15,33.0,83.0,-14.35,42.63,0.0,1.71,569.0
1981-01-15,33.0,88.0,-18.7,60.56,0.0,2.14,556.1
1981-01-15,33.0,93.0,-17.09,58.05,0.0,2.73,561.3
1981-01-16,8.0,73.0,26.73,75.19,0.35,2.57,1013.4
