date,temperature,humidity,rainfall,wind_speed,pressure,city,day_of_week,month,quarter,sin_day_of_year,cos_day_of_year,temperature_lag_1,temperature_lag_3,temperature_lag_7,humidity_lag_1,rainfall_lag_1,temperature_3day_avg,temperature_7day_avg,humidity_7day_avg,rainfall_7day_avg,temperature_7day_std,temperature_difference
1981-01-03,22.96,52.27,0.0,1.86,1001.3,Mumbai,5,1,1,0.051619667223253764,0.998666816288476,24.0,23.87,21.0,56.36,0.0,23.76,23.76,55.24333333333334,0.0033333333333333335,0.7110555533852472,-1.0399999999999991
1981-01-03,21.14,68.67,0.86,2.41,918.8,Bangalore,5,1,1,0.051619667223253764,0.998666816288476,21.53,23.87,21.0,69.01,0.42,21.223333333333333,21.223333333333333,68.78666666666668,0.4266666666666667,0.274651294068194,-0.39000000000000057
1981-01-03,18.07,45.63,1.51,1.41,988.7,Delhi,5,1,1,0.051619667223253764,0.998666816288476,15.63,23.87,21.0,50.83,0.0,16.033333333333335,16.033333333333335,49.20333333333334,0.5033333333333333,1.8679489643278082,2.4399999999999995
1981-01-03,22.3,58.57,0.06,1.66,956.7,Hyderabad,5,1,1,0.051619667223253764,0.998666816288476,21.55,23.87,21.0,44.06,0.0,21.930000000000003,21.930000000000003,51.31666666666666,0.03,0.3750999866702215,0.75
1981-01-04,23.3,77.32,0.0,2.24,1007.8,Chennai,6,1,1,0.06880242680231986,0.9976303053065857,23.45,23.87,21.0,80.23,2.82,23.52333333333333,23.61,80.5425,1.6099999999999999,0.2789265136196258,-0.14999999999999858
1981-01-04,20.84,64.0,0.0,2.23,919.0,Bangalore,6,1,1,0.06880242680231986,0.9976303053065857,21.14,21.0,21.0,68.67,0.86,21.17,21.1275,67.59,0.31999999999999995,0.2949999999999997,-0.3000000000000007
1981-01-04,22.16,51.67,0.0,1.75,1001.7,Mumbai,6,1,1,0.06880242680231986,0.9976303053065857,22.96,24.32,21.0,52.27,0.0,23.040000000000003,23.36,54.35,0.0025,0.9884668262853675,-0.8000000000000007
1981-01-04,22.46,56.43,0.0,1.58,956.9,Hyderabad,6,1,1,0.06880242680231986,0.9976303053065857,22.3,21.94,21.0,58.57,0.06,22.103333333333335,22.0625,52.595,0.0225,0.40500000000000064,0.16000000000000014
1981-01-05,20.61,62.44,0.0,1.73,919.3,Bangalore,0,1,1,0.08596479873744647,0.9962981749346078,20.84,21.53,21.0,64.0,0.0,20.863333333333333,21.024,66.56,0.25599999999999995,0.3447172754591789,-0.23000000000000043
1981-01-05,15.98,57.97,0.02,1.27,988.5,Delhi,0,1,1,0.08596479873744647,0.9962981749346078,18.07,14.4,21.0,45.63,1.51,16.560000000000002,16.02,51.394999999999996,0.3825,1.5254070495007768,-2.09
1981-01-05,22.1,66.05,0.0,1.91,1002.5,Mumbai,0,1,1,0.08596479873744647,0.9962981749346078,22.16,24.0,21.0,51.67,0.0,22.406666666666666,23.108,56.69,0.002,1.0248512087127573,-0.05999999999999872
1981-01-05,23.24,72.93,0.0,1.73,1008.2,Chennai,0,1,1,0.08596479873744647,0.9962981749346078,23.3,23.82,21.0,77.32,0.0,23.330000000000002,23.536,79.02000000000001,1.2879999999999998,0.2927968579066372,-0.060000000000002274
1981-01-05,23.23,51.5,0.0,1.44,956.7,Hyderabad,0,1,1,0.08596479873744647,0.9962981749346078,22.46,21.55,21.0,56.43,0.0,22.663333333333338,22.296,52.376,0.018,0.6289912559010664,0.7699999999999996
1981-01-06,23.47,40.37,0.0,1.41,956.3,Hyderabad,1,1,1,0.10310169744743485,0.9946708199115211,23.23,22.3,21.0,51.5,0.0,23.05333333333333,22.491666666666664,50.375,0.015,0.7390647242743134,0.23999999999999844
1981-01-06,23.28,73.09,0.0,1.42,1007.6,Chennai,1,1,1,0.10310169744743485,0.9946708199115211,23.24,23.45,21.0,72.93,0.0,23.27333333333333,23.493333333333336,78.03166666666667,1.0733333333333333,0.28196926546463535,0.0400000000000027
1981-01-06,22.26,72.7,0.0,1.89,1002.5,Mumbai,1,1,1,0.10310169744743485,0.9946708199115211,22.1,22.96,21.0,66.05,0.0,22.173333333333336,22.96666666666667,59.35833333333333,0.0016666666666666668,0.9798503287067194,0.16000000000000014
1981-01-06,20.69,59.11,0.0,1.45,919.2,Bangalore,1,1,1,0.10310169744743485,0.9946708199115211,20.61,21.14,21.0,62.44,0.0,20.713333333333335,20.968333333333334,65.31833333333334,0.2133333333333333,0.33713004414715947,0.08000000000000185
1981-01-07,22.89,37.41,0.0,2.26,955.7,Hyderabad,2,1,1,0.1202080448993527,0.9927487224577402,23.47,22.46,21.0,40.37,0.0,23.19666666666667,22.548571428571428,48.52285714285714,0.012857142857142857,0.6912652306080636,-0.5799999999999983
1981-01-07,20.98,52.99,0.0,1.49,918.5,Bangalore,2,1,1,0.1202080448993527,0.9927487224577402,20.69,20.84,21.0,59.11,0.0,20.76,20.97,63.557142857142864,0.18285714285714283,0.3077878056930335,0.28999999999999915
1981-01-07,23.07,77.54,0.0,2.14,1006.5,Chennai,2,1,1,0.1202080448993527,0.9927487224577402,23.28,23.3,21.0,73.09,0.0,23.19666666666667,23.43285714285714,77.96142857142857,0.9199999999999999,0.303079433246702,-0.21000000000000085
1981-01-07,21.53,63.42,0.0,2.19,1001.8,Mumbai,2,1,1,0.1202080448993527,0.9927487224577402,22.26,22.16,21.0,72.7,0.0,21.96333333333334,22.761428571428574,59.93857142857143,0.0014285714285714286,1.0463974479363083,-0.7300000000000004
1981-01-08,20.81,52.55,0.0,1.19,918.3,Bangalore,3,1,1,0.13727877211326478,0.9905324521322229,20.98,20.61,21.0,52.99,0.0,20.826666666666664,20.942857142857143,61.25285714285714,0.18285714285714283,0.3130343051335995,-0.1700000000000017
1981-01-08,21.47,38.13,0.02,2.04,956.1,Hyderabad,3,1,1,0.13727877211326478,0.9905324521322229,22.89,23.23,21.94,37.41,0.0,22.61,22.481428571428573,46.63857142857143,0.011428571428571429,0.7776552057612806,-1.4200000000000017
1981-01-08,18.86,47.45,0.0,1.98,1002.5,Mumbai,3,1,1,0.13727877211326478,0.9905324521322229,21.53,22.1,24.32,63.42,0.0,20.883333333333333,21.981428571428573,58.559999999999995,0.0,1.5865521167133536,-2.6700000000000017
1981-01-08,23.56,80.7,0.0,2.75,1006.5,Chennai,3,1,1,0.13727877211326478,0.9905324521322229,23.07,23.24,23.87,77.54,0.0,23.30333333333333,23.388571428571428,77.74714285714286,0.48428571428571426,0.24579317670408307,0.48999999999999844
1981-01-09,19.75,47.84,0.0,1.87,1001.5,Mumbai,4,1,1,0.15430882066428117,0.9880226656636976,18.86,22.26,24.0,47.45,0.0,20.046666666666667,21.374285714285715,57.34285714285715,0.0,1.4959484966942918,0.8900000000000006
1981-01-09,19.98,67.23,4.0,2.4,918.1,Bangalore,4,1,1,0.15430882066428117,0.9880226656636976,20.81,20.69,21.53,52.55,0.0,20.59,20.72142857142857,60.99857142857143,0.6942857142857142,0.3712783579036324,-0.8299999999999983
1981-01-09,23.71,81.74,0.5,2.75,1007.2,Chennai,4,1,1,0.15430882066428117,0.9880226656636976,23.56,23.28,23.82,80.7,0.0,23.44666666666667,23.372857142857146,77.64999999999999,0.47428571428571425,0.21522966692305318,0.15000000000000213
1981-01-09,19.39,62.23,0.15,3.61,957.5,Hyderabad,4,1,1,0.15430882066428117,0.9880226656636976,21.47,23.47,21.55,38.13,0.02,21.25,22.17285714285714,49.23428571428571,0.032857142857142856,1.393517303871923,-2.0799999999999983
1981-01-10,20.5,71.99,2.26,3.28,919.3,Bangalore,5,1,1,0.1712931441814776,0.9852201067560606,19.98,20.98,21.14,67.23,4.0,20.429999999999996,20.63,61.472857142857144,0.8942857142857142,0.3272104317815453,0.5199999999999996
1981-01-10,24.01,81.92,0.98,3.09,1008.1,Chennai,5,1,1,0.1712931441814776,0.9852201067560606,23.71,23.07,23.45,81.74,0.5,23.76,23.452857142857145,77.89142857142858,0.21142857142857144,0.3248442850410162,0.3000000000000007
1981-01-10,21.92,53.58,0.0,3.1,1001.4,Mumbai,5,1,1,0.1712931441814776,0.9852201067560606,19.75,21.53,22.96,47.84,0.0,20.176666666666666,21.225714285714286,57.529999999999994,0.0,1.3574468331253022,2.1700000000000017
1981-01-10,18.15,79.36,0.09,3.26,958.3,Hyderabad,5,1,1,0.1712931441814776,0.9852201067560606,19.39,22.89,22.3,62.23,0.15,19.669999999999998,21.580000000000002,52.20428571428572,0.037142857142857144,2.0558128968042455,-1.240000000000002
1981-01-11,22.43,62.45,0.0,1.54,1003.1,Mumbai,6,1,1,0.1882267098432442,0.9821256058680006,21.92,18.86,22.16,53.58,0.0,21.366666666666664,21.264285714285716,59.07,0.0,1.3918196380141759,0.509999999999998
1981-01-11,20.96,68.64,0.01,2.67,919.7,Bangalore,6,1,1,0.1882267098432442,0.9821256058680006,20.5,20.81,20.84,71.99,2.26,20.48,20.647142857142857,62.135714285714286,0.8957142857142857,0.3428174580207494,0.46000000000000085
1981-01-11,17.38,81.58,3.35,2.74,958.5,Hyderabad,6,1,1,0.1882267098432442,0.9821256058680006,18.15,21.47,22.46,79.36,0.09,18.30666666666667,20.854285714285712,55.79714285714285,0.5157142857142858,2.5343365807962246,-0.7699999999999996
1981-01-11,23.75,82.53,2.29,2.51,1008.6,Chennai,6,1,1,0.1882267098432442,0.9821256058680006,24.01,23.56,23.3,81.92,0.98,23.823333333333334,23.517142857142858,78.63571428571429,0.5385714285714286,0.33395180718751816,-0.26000000000000156
1981-01-12,17.14,74.31,0.74,2.46,961.1,Hyderabad,0,1,1,0.2051044998686192,0.9787400799669153,17.38,19.39,23.23,81.58,3.35,17.55666666666667,19.98428571428571,59.05571428571428,0.6214285714285713,2.626492319570323,-0.23999999999999844
1981-01-12,22.37,58.43,0.0,2.38,1004.5,Mumbai,0,1,1,0.2051044998686192,0.9787400799669153,22.43,19.75,22.1,62.45,0.0,22.24,21.302857142857142,57.98142857142857,0.0,1.4222483876561378,-0.05999999999999872
1981-01-12,23.78,80.16,1.65,2.26,1009.8,Chennai,0,1,1,0.2051044998686192,0.9787400799669153,23.75,23.71,23.24,82.53,2.29,23.846666666666668,23.594285714285714,79.66857142857143,0.7742857142857142,0.321395765521636,0.030000000000001137
1981-01-12,21.03,68.71,0.02,2.31,920.9,Bangalore,0,1,1,0.2051044998686192,0.9787400799669153,20.96,19.98,20.61,68.64,0.01,20.83,20.707142857142856,63.03142857142857,0.8985714285714285,0.37084202772044134,0.07000000000000028
1981-01-13,19.01,52.97,0.0,3.07,960.8,Hyderabad,1,1,1,0.2219215130041655,0.9750645322571948,17.14,18.15,23.47,74.31,0.74,17.843333333333334,19.34714285714286,60.855714285714285,0.6214285714285713,2.1349528822725348,1.870000000000001
1981-01-13,22.52,57.12,0.0,2.66,1004.3,Mumbai,1,1,1,0.2219215130041655,0.9750645322571948,22.37,21.92,22.26,58.43,0.0,22.439999999999998,21.34,55.755714285714284,0.0,1.454441473556089,0.14999999999999858
1981-01-13,20.5,70.98,0.13,2.88,920.8,Bangalore,1,1,1,0.2219215130041655,0.9750645322571948,21.03,20.5,20.69,68.71,0.02,20.83,20.68,64.72714285714285,0.917142857142857,0.37916575091464355,-0.5300000000000011
1981-01-13,23.58,81.66,2.17,3.55,1009.7,Chennai,1,1,1,0.2219215130041655,0.9750645322571948,23.78,24.01,23.28,80.16,1.65,23.703333333333333,23.637142857142855,80.89285714285714,1.0842857142857143,0.29107354658884826,-0.20000000000000284
1981-01-14,22.13,49.41,0.0,2.65,1003.5,Mumbai,2,1,1,0.2386727660059501,0.9711000518829505,22.52,22.43,21.53,57.12,0.0,22.34,21.42571428571429,53.75428571428572,0.0,1.4848665163672388,-0.39000000000000057
1981-01-14,18.49,44.85,0.0,2.25,960.0,Hyderabad,2,1,1,0.2386727660059501,0.9711000518829505,19.01,17.38,22.89,52.97,0.0,18.213333333333335,18.71857142857143,61.91857142857143,0.6214285714285713,1.4586115380894311,-0.5200000000000031
1981-01-14,20.77,70.28,0.16,3.29,920.4,Bangalore,2,1,1,0.2386727660059501,0.9711000518829505,20.5,20.96,20.98,70.98,0.13,20.76666666666667,20.650000000000002,67.19714285714285,0.9399999999999998,0.35925849560819745,0.2699999999999996
1981-01-15,19.53,39.1,0.0,1.54,960.4,Hyderabad,3,1,1,0.255353295116187,0.9668478136052775,18.49,17.14,21.47,44.85,0.0,19.01,18.44142857142857,62.05714285714286,0.6185714285714285,0.9412479052022468,1.0400000000000027
1981-01-15,22.74,47.69,0.0,2.49,1003.5,Mumbai,3,1,1,0.255353295116187,0.9668478136052775,22.13,22.37,18.86,49.41,0.0,22.463333333333328,21.979999999999997,53.78857142857144,0.0,1.0183974338799886,0.6099999999999994
1981-01-15,20.87,76.21,3.17,3.5,920.8,Bangalore,3,1,1,0.255353295116187,0.9668478136052775,20.77,21.03,20.81,70.28,0.16,20.713333333333335,20.658571428571427,70.57714285714286,1.3928571428571428,0.36439120788096846,0.10000000000000142
1981-01-16,20.13,41.5,0.05,1.72,960.8,Hyderabad,4,1,1,0.2719581575341055,0.9623090774541486,19.53,19.01,19.39,39.1,0.0,19.383333333333333,18.547142857142855,59.09571428571429,0.6042857142857142,1.0946036464662177,0.5999999999999979
1981-01-16,23.91,48.33,0.02,1.91,1003.7,Mumbai,4,1,1,0.2719581575341055,0.9623090774541486,22.74,22.52,19.75,47.69,0.0,22.926666666666666,22.57428571428571,53.85857142857143,0.002857142857142857,0.6458291090491778,1.1700000000000017
1981-01-16,20.24,77.04,1.12,3.51,921.7,Bangalore,4,1,1,0.2719581575341055,0.9623090774541486,20.87,20.5,19.98,76.21,3.17,20.626666666666665,20.695714285714285,71.97857142857143,0.9814285714285713,0.28918604985125235,-0.6300000000000026
1981-01-16,15.13,30.52,0.0,1.16,995.8,Delhi,4,1,1,0.2719581575341055,0.9623090774541486,15.98,15.63,21.92,57.97,0.02,16.393333333333334,15.842000000000002,47.22,0.306,1.3796992425887606,-0.8499999999999996
1981-01-17,23.25,60.11,2.07,2.57,1004.6,Mumbai,5,1,1,0.288482432880609,0.9574851883550393,23.91,22.13,21.92,48.33,0.02,23.3,22.764285714285712,54.791428571428575,0.29857142857142854,0.6162212033260375,-0.6600000000000001
1981-01-17,14.95,36.47,0.02,1.39,996.2,Delhi,5,1,1,0.288482432880609,0.9574851883550393,15.13,18.07,23.07,30.52,0.0,15.353333333333333,15.693333333333333,45.428333333333335,0.25833333333333336,1.286649395393581,-0.1800000000000015
1981-01-17,23.43,79.39,0.01,3.62,1010.6,Chennai,5,1,1,0.288482432880609,0.9574851883550393,23.58,23.75,23.07,81.66,2.17,23.596666666666664,23.68857142857143,81.15714285714286,1.0857142857142856,0.18756586144859627,-0.14999999999999858
1981-01-17,20.82,69.36,0.11,3.49,921.3,Bangalore,5,1,1,0.288482432880609,0.9574851883550393,20.24,20.77,20.5,77.04,1.12,20.643333333333334,20.74142857142857,71.60285714285713,0.6742857142857143,0.2781743201320935,0.5800000000000018
1981-01-17,20.81,55.68,1.46,1.93,960.5,Hyderabad,5,1,1,0.288482432880609,0.9574851883550393,20.13,18.49,18.15,41.5,0.05,20.156666666666666,18.927142857142854,55.712857142857146,0.7999999999999999,1.362653224237114,0.6799999999999997
1981-01-18,22.03,62.35,0.15,2.69,1003.0,Mumbai,6,1,1,0.30492122465628907,0.9523775757303974,23.25,22.74,22.43,60.11,2.07,23.063333333333333,22.707142857142856,54.777142857142856,0.31999999999999995,0.6686980954490304,-1.2199999999999989
1981-01-18,23.05,75.31,0.49,2.67,1008.7,Chennai,6,1,1,0.30492122465628907,0.9523775757303974,23.43,23.78,23.56,79.39,0.01,23.353333333333335,23.615714285714287,80.38714285714286,1.1557142857142857,0.3069124274043642,-0.379999999999999
1981-01-18,21.13,67.56,0.0,1.8,919.6,Bangalore,6,1,1,0.30492122465628907,0.9523775757303974,20.82,20.87,20.96,69.36,0.11,20.73,20.765714285714285,71.44857142857143,0.6728571428571428,0.3064232988779381,0.3099999999999987
1981-01-19,14.73,51.24,0.0,1.6,991.6,Delhi,0,1,1,0.3212696616923644,0.9469877530760753,14.95,15.98,22.37,36.47,0.02,14.936666666666667,15.555714285714286,46.25857142857143,0.22142857142857145,1.229686371164848,-0.21999999999999886
1981-01-19,22.6,57.25,0.0,2.26,1001.9,Mumbai,0,1,1,0.3212696616923644,0.9469877530760753,22.03,23.91,22.37,62.35,0.15,22.62666666666667,22.740000000000002,54.60857142857143,0.31999999999999995,0.6548791237065696,0.5700000000000003
1981-01-19,18.44,66.67,1.64,1.69,958.2,Hyderabad,0,1,1,0.3212696616923644,0.9469877530760753,20.81,19.53,17.38,55.68,1.46,19.793333333333333,19.07857142857143,53.58285714285715,0.5557142857142857,1.2127163528133622,-2.3699999999999974
1981-01-19,23.1,75.19,0.01,2.61,1007.9,Chennai,0,1,1,0.3212696616923644,0.9469877530760753,23.05,23.58,23.71,75.31,0.49,23.19333333333333,23.52857142857143,79.45142857142856,1.0857142857142856,0.3580236757268336,0.05000000000000071
1981-01-19,19.89,71.6,0.0,2.21,919.0,Bangalore,0,1,1,0.3212696616923644,0.9469877530760753,21.13,20.24,21.03,67.56,0.0,20.613333333333333,20.602857142857143,71.86142857142858,0.6699999999999999,0.42323020866167765,-1.2399999999999984
1981-01-20,20.99,68.88,0.0,2.26,920.0,Bangalore,1,1,1,0.3375228995941133,0.9413173175128471,19.89,20.82,20.5,71.6,0.0,20.669999999999998,20.67285714285714,71.56142857142858,0.6514285714285714,0.44342283378712966,1.0999999999999979
1981-01-20,16.53,44.21,0.0,1.18,992.5,Delhi,1,1,1,0.3375228995941133,0.9413173175128471,14.73,15.13,14.4,51.24,0.0,15.403333333333334,15.86,45.26714285714286,0.22142857142857145,1.1574541027617469,1.8000000000000007
1981-01-20,23.26,52.05,0.0,2.16,1002.5,Mumbai,1,1,1,0.3375228995941133,0.9413173175128471,22.6,23.25,22.52,57.25,0.0,22.630000000000006,22.845714285714287,53.88428571428572,0.31999999999999995,0.6729253832547781,0.6600000000000001
1981-01-20,18.85,53.8,0.0,1.54,959.0,Hyderabad,1,1,1,0.3375228995941133,0.9413173175128471,18.44,20.13,17.14,66.67,1.64,19.366666666666667,19.322857142857142,50.652857142857144,0.4499999999999999,0.8851123146379773,0.41000000000000014
1981-01-20,23.57,77.41,0.06,2.45,1009.0,Chennai,1,1,1,0.3375228995941133,0.9413173175128471,23.1,23.43,24.01,75.19,0.01,23.24,23.465714285714284,78.80714285714285,0.9542857142857143,0.2919393283347958,0.46999999999999886
1981-01-21,19.53,46.08,0.0,1.36,958.3,Hyderabad,2,1,1,0.3536761221763716,0.9353679493131483,18.85,20.81,19.01,53.8,0.0,18.94,19.397142857142857,49.66857142857142,0.4499999999999999,0.87625556176483,0.6799999999999997
1981-01-21,17.2,44.91,0.0,1.08,991.4,Delhi,2,1,1,0.3536761221763716,0.9353679493131483,16.53,14.95,15.63,44.21,0.0,16.153333333333336,16.084285714285716,44.42142857142857,0.22142857142857145,1.253579636386099,0.6699999999999982
1981-01-21,20.67,61.63,0.0,2.52,919.7,Bangalore,2,1,1,0.3536761221763716,0.9353679493131483,20.99,21.13,20.77,68.88,0.0,20.516666666666666,20.65857142857143,70.32571428571428,0.6285714285714284,0.44137771320523683,-0.31999999999999673
1981-01-21,23.11,77.4,0.0,2.74,1008.7,Chennai,2,1,1,0.3536761221763716,0.9353679493131483,23.57,23.05,23.75,77.41,0.06,23.26,23.374285714285715,78.07428571428571,0.6271428571428572,0.28826244655736705,-0.46000000000000085
1981-01-21,23.42,51.58,0.0,1.8,1002.3,Mumbai,2,1,1,0.3536761221763716,0.9353679493131483,23.26,22.03,22.13,52.05,0.0,23.093333333333334,23.029999999999998,54.194285714285705,0.31999999999999995,0.6187083319303367,0.16000000000000014
1981-01-22,23.25,74.79,0.0,2.86,1008.0,Chennai,3,1,1,0.3697245428906731,0.9291414114031743,23.11,23.1,23.78,77.4,0.0,23.31,23.298571428571428,77.30714285714285,0.3914285714285714,0.22704100741412314,0.14000000000000057
1981-01-22,20.7,59.95,0.0,1.86,956.6,Hyderabad,3,1,1,0.3697245428906731,0.9291414114031743,19.53,18.44,18.49,46.08,0.0,19.69333333333333,19.712857142857143,51.82571428571429,0.4499999999999999,0.8929112364566035,1.1699999999999982
1981-01-22,17.11,46.03,0.0,1.07,989.2,Delhi,3,1,1,0.3697245428906731,0.9291414114031743,17.2,14.73,18.07,44.91,0.0,16.94666666666667,15.94714285714286,44.47857142857142,0.005714285714285714,1.033291089766323,-0.08999999999999986
1981-01-22,23.01,54.02,0.0,1.8,1001.1,Mumbai,3,1,1,0.3697245428906731,0.9291414114031743,23.42,22.6,22.74,51.58,0.0,23.23,23.06857142857143,55.098571428571425,0.31999999999999995,0.6058995673494951,-0.41000000000000014
1981-01-22,20.0,64.05,0.0,2.92,919.0,Bangalore,3,1,1,0.3697245428906731,0.9291414114031743,20.67,19.89,20.87,61.63,0.0,20.55333333333333,20.534285714285716,68.58857142857143,0.17571428571428568,0.4915572921120868,-0.6700000000000017
1981-01-23,23.5,73.21,0.0,2.13,1007.2,Chennai,4,1,1,0.38566340624360707,0.9226395488404876,23.25,23.57,23.58,74.79,0.0,23.286666666666665,23.287142857142857,76.10000000000001,0.08142857142857142,0.21203099503880082,0.25
1981-01-23,22.24,64.97,0.1,2.74,955.6,Hyderabad,4,1,1,0.38566340624360707,0.9226395488404876,20.7,18.85,19.53,59.95,0.0,20.823333333333334,20.099999999999998,55.521428571428565,0.46428571428571425,1.2966366748887863,1.5399999999999991
1981-01-23,16.84,52.96,4.18,2.75,986.5,Delhi,4,1,1,0.38566340624360707,0.9226395488404876,17.11,16.53,15.98,46.03,0.0,17.05,16.07,43.76285714285715,0.5999999999999999,1.0875507650986527,-0.2699999999999996
1981-01-23,22.5,61.36,0.0,1.76,1000.5,Mumbai,4,1,1,0.38566340624360707,0.9226395488404876,23.01,23.26,23.91,54.02,0.0,22.97666666666667,22.86714285714286,56.96,0.3171428571428571,0.5056254966446612,-0.5100000000000016
1981-01-23,21.28,62.23,0.0,1.72,918.4,Bangalore,4,1,1,0.38566340624360707,0.9226395488404876,20.0,20.99,20.24,64.05,0.0,20.650000000000002,20.68285714285714,66.47285714285714,0.01571428571428565,0.5423318260288703,1.2800000000000011
1981-01-24,21.65,62.92,0.0,2.29,918.5,Bangalore,5,1,1,0.401487989205973,0.9158642882672872,21.28,20.67,20.82,62.23,0.0,20.976666666666667,20.801428571428573,65.55285714285715,0.0,0.6561104726956839,0.36999999999999744
1981-01-24,23.0,74.23,0.0,2.05,1000.4,Mumbai,5,1,1,0.401487989205973,0.9158642882672872,22.5,23.42,23.25,61.36,0.0,22.83666666666667,22.831428571428575,58.97714285714285,0.02142857142857143,0.4823701404326032,0.5
1981-01-24,23.33,75.56,0.0,2.38,1007.1,Chennai,5,1,1,0.401487989205973,0.9158642882672872,23.5,23.11,23.43,73.21,0.0,23.36,23.27285714285714,75.55285714285715,0.07999999999999999,0.20401914009183245,-0.1700000000000017
1981-01-24,22.42,65.02,0.03,3.01,955.4,Hyderabad,5,1,1,0.401487989205973,0.9158642882672872,22.24,19.53,20.13,64.97,0.1,21.786666666666665,20.427142857142858,58.881428571428565,0.4614285714285714,1.5663089763912454,0.18000000000000327
1981-01-25,23.67,76.5,0.0,2.29,1008.4,Chennai,6,1,1,0.4171936026123168,0.9088176373395029,23.33,23.25,23.05,75.56,0.0,23.5,23.361428571428572,75.72285714285714,0.01,0.22467966614928206,0.3400000000000034
1981-01-25,22.25,61.1,0.0,1.65,1002.8,Mumbai,6,1,1,0.4171936026123168,0.9088176373395029,23.0,23.01,22.03,74.23,0.0,22.583333333333332,22.862857142857145,58.798571428571435,0.0,0.42523382923260866,-0.75
1981-01-25,15.59,77.76,1.96,3.91,991.6,Delhi,6,1,1,0.4171936026123168,0.9088176373395029,16.84,17.2,15.13,52.96,4.18,16.513333333333335,16.135714285714283,50.51142857142857,0.8799999999999999,1.033857777821448,-1.25
1981-01-25,22.0,62.95,0.16,1.92,919.7,Bangalore,6,1,1,0.4171936026123168,0.9088176373395029,21.65,20.0,21.13,62.92,0.0,21.643333333333334,20.925714285714285,64.89428571428572,0.022857142857142795,0.7961753814928234,0.3500000000000014
1981-01-25,22.15,70.4,3.98,2.09,957.5,Hyderabad,6,1,1,0.4171936026123168,0.9088176373395029,22.42,20.7,20.81,65.02,0.03,22.27,20.618571428571425,60.98428571428571,0.8214285714285714,1.6973059886324564,-0.2700000000000031
1981-01-26,22.27,69.61,1.16,2.35,960.1,Hyderabad,0,1,1,0.4327755925504312,0.901501684131884,22.15,22.24,18.44,70.4,3.98,22.28,21.165714285714284,61.40428571428572,0.7528571428571429,1.4815853799546017,0.120000000000001
1981-01-26,23.65,77.65,0.02,2.62,1010.4,Chennai,0,1,1,0.4327755925504312,0.901501684131884,23.67,23.5,23.1,76.5,0.0,23.55,23.44,76.07428571428571,0.011428571428571429,0.21393145319626652,-0.020000000000003126
